QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
29,Classic Cars,S24_1628,3/18/2003 0:00,150
50,Classic Cars,S24_1628,5/20/2003 0:00,121
26,Classic Cars,S24_1628,7/10/2003 0:00,71
47,Classic Cars,S24_1628,9/11/2003 0:00,104
23,Classic Cars,S24_1628,10/17/2003 0:00,57
34,Classic Cars,S24_1628,11/5/2003 0:00,78
34,Classic Cars,S24_1628,11/12/2003 0:00,44
47,Classic Cars,S24_1628,11/20/2003 0:00,70
45,Classic Cars,S24_1628,12/2/2003 0:00,72
45,Classic Cars,S24_1628,1/16/2004 0:00,86
36,Classic Cars,S24_1628,2/26/2004 0:00,41
21,Classic Cars,S24_1628,4/13/2004 0:00,40
28,Classic Cars,S24_1628,7/6/2004 0:00,53
35,Classic Cars,S24_1628,8/6/2004 0:00,75
50,Classic Cars,S24_1628,9/1/2004 0:00,107
22,Classic Cars,S24_1628,10/5/2003 0:00,57
45,Classic Cars,S24_1628,10/16/2004 0:00,89
48,Classic Cars,S24_1628,11/4/2004 0:00,109
20,Classic Cars,S24_1628,11/17/2004 0:00,61
27,Classic Cars,S24_1628,11/24/2004 0:00,41
38,Classic Cars,S24_1628,1/12/2005 0:00,69
32,Classic Cars,S24_1628,2/10/2005 0:00,72
64,Classic Cars,S24_1628,4/22/2005 0:00,117
37,Classic Cars,S24_1628,5/29/2005 0:00,53
