QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
43,Ships,S24_2011,2/11/2003 0:00,150
41,Ships,S24_2011,4/16/2003 0:00,107
45,Ships,S24_2011,6/12/2003 0:00,66
33,Ships,S24_2011,8/8/2003 0:00,68
40,Ships,S24_2011,9/28/2003 0:00,80
33,Ships,S24_2011,10/23/2003 0:00,40
50,Ships,S24_2011,11/7/2003 0:00,76
30,Ships,S24_2011,11/14/2003 0:00,57
41,Ships,S24_2011,11/26/2003 0:00,72
35,Ships,S24_2011,1/2/2004 0:00,70
49,Ships,S24_2011,2/18/2004 0:00,99
46,Ships,S24_2011,3/20/2004 0:00,50
48,Ships,S24_2011,5/7/2004 0:00,54
36,Ships,S24_2011,6/17/2004 0:00,46
22,Ships,S24_2011,7/21/2004 0:00,36
42,Ships,S24_2011,8/20/2004 0:00,64
21,Ships,S24_2011,9/9/2004 0:00,22
29,Ships,S24_2011,10/14/2004 0:00,47
35,Ships,S24_2011,10/29/2004 0:00,63
41,Ships,S24_2011,11/9/2004 0:00,87
29,Ships,S24_2011,11/21/2004 0:00,46
34,Ships,S24_2011,12/2/2004 0:00,57
37,Ships,S24_2011,1/26/2005 0:00,70
28,Ships,S24_2011,2/23/2005 0:00,33
49,Ships,S24_2011,3/23/2005 0:00,63
23,Ships,S24_2011,5/6/2005 0:00,50
