QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
29,Ships,S700_1938,2/11/2003 0:00
38,Ships,S700_1938,4/16/2003 0:00
32,Ships,S700_1938,6/6/2003 0:00
43,Ships,S700_1938,8/8/2003 0:00
31,Ships,S700_1938,9/28/2003 0:00
29,Ships,S700_1938,10/21/2003 0:00
31,Ships,S700_1938,11/7/2003 0:00
30,Ships,S700_1938,11/14/2003 0:00
50,Ships,S700_1938,11/26/2003 0:00
40,Ships,S700_1938,1/2/2004 0:00
23,Ships,S700_1938,2/18/2004 0:00
26,Ships,S700_1938,3/20/2004 0:00
40,Ships,S700_1938,5/7/2004 0:00
21,Ships,S700_1938,7/21/2004 0:00
43,Ships,S700_1938,8/20/2004 0:00
29,Ships,S700_1938,9/9/2004 0:00
38,Ships,S700_1938,10/14/2004 0:00
23,Ships,S700_1938,10/22/2004 0:00
20,Ships,S700_1938,11/10/2004 0:00
36,Ships,S700_1938,11/21/2004 0:00
28,Ships,S700_1938,12/2/2004 0:00
44,Ships,S700_1938,1/26/2005 0:00
49,Ships,S700_1938,2/23/2005 0:00
32,Ships,S700_1938,3/28/2005 0:00
34,Ships,S700_1938,5/6/2005 0:00
