QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
36,Trucks and Buses,S18_4600,1/29/2003 0:00
41,Trucks and Buses,S18_4600,4/1/2003 0:00
50,Trucks and Buses,S18_4600,5/28/2003 0:00
40,Trucks and Buses,S18_4600,7/24/2003 0:00
49,Trucks and Buses,S18_4600,9/19/2003 0:00
45,Trucks and Buses,S18_4600,10/21/2003 0:00
47,Trucks and Buses,S18_4600,11/6/2003 0:00
21,Trucks and Buses,S18_4600,11/13/2003 0:00
32,Trucks and Buses,S18_4600,11/25/2003 0:00
47,Trucks and Buses,S18_4600,12/9/2003 0:00
38,Trucks and Buses,S18_4600,2/4/2004 0:00
41,Trucks and Buses,S18_4600,3/11/2004 0:00
21,Trucks and Buses,S18_4600,5/4/2004 0:00
41,Trucks and Buses,S18_4600,6/15/2004 0:00
38,Trucks and Buses,S18_4600,7/19/2004 0:00
25,Trucks and Buses,S18_4600,8/19/2004 0:00
48,Trucks and Buses,S18_4600,9/8/2004 0:00
22,Trucks and Buses,S18_4600,10/13/2004 0:00
28,Trucks and Buses,S18_4600,10/22/2004 0:00
47,Trucks and Buses,S18_4600,11/5/2004 0:00
49,Trucks and Buses,S18_4600,11/19/2004 0:00
45,Trucks and Buses,S18_4600,11/29/2004 0:00
28,Trucks and Buses,S18_4600,12/10/2004 0:00
29,Trucks and Buses,S18_4600,1/20/2005 0:00
39,Trucks and Buses,S18_4600,2/17/2005 0:00
46,Trucks and Buses,S18_4600,5/1/2005 0:00
38,Trucks and Buses,S18_4600,5/31/2005 0:00
