QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
41,Vintage Cars,S18_1367,1/10/2003 0:00,150
48,Vintage Cars,S18_1367,3/25/2003 0:00,109
42,Vintage Cars,S18_1367,5/28/2003 0:00,61
49,Vintage Cars,S18_1367,7/16/2003 0:00,76
30,Vintage Cars,S18_1367,9/12/2003 0:00,66
45,Vintage Cars,S18_1367,10/18/2003 0:00,99
48,Vintage Cars,S18_1367,11/5/2003 0:00,54
32,Vintage Cars,S18_1367,11/12/2003 0:00,39
46,Vintage Cars,S18_1367,11/21/2003 0:00,66
48,Vintage Cars,S18_1367,12/3/2003 0:00,75
33,Vintage Cars,S18_1367,1/29/2004 0:00,70
31,Vintage Cars,S18_1367,3/2/2004 0:00,37
20,Vintage Cars,S18_1367,4/29/2004 0:00,45
29,Vintage Cars,S18_1367,6/8/2004 0:00,55
27,Vintage Cars,S18_1367,8/17/2004 0:00,64
24,Vintage Cars,S18_1367,9/3/2004 0:00,37
37,Vintage Cars,S18_1367,10/11/2004 0:00,66
25,Vintage Cars,S18_1367,10/21/2004 0:00,29
41,Vintage Cars,S18_1367,11/4/2004 0:00,60
27,Vintage Cars,S18_1367,11/17/2004 0:00,59
21,Vintage Cars,S18_1367,11/29/2004 0:00,32
22,Vintage Cars,S18_1367,12/9/2004 0:00,38
32,Vintage Cars,S18_1367,1/20/2005 0:00,53
25,Vintage Cars,S18_1367,2/17/2005 0:00,49
42,Vintage Cars,S18_1367,3/9/2005 0:00,84
25,Vintage Cars,S18_1367,5/30/2005 0:00,42
