QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
27,Motorcycles,S10_4698,2/24/2003 0:00,150
46,Motorcycles,S10_4698,4/29/2003 0:00,123
31,Motorcycles,S10_4698,7/1/2003 0:00,77
33,Motorcycles,S10_4698,8/25/2003 0:00,46
22,Motorcycles,S10_4698,10/10/2003 0:00,46
20,Motorcycles,S10_4698,10/28/2003 0:00,24
41,Motorcycles,S10_4698,11/11/2003 0:00,47
45,Motorcycles,S10_4698,11/18/2003 0:00,59
49,Motorcycles,S10_4698,12/1/2003 0:00,80
34,Motorcycles,S10_4698,1/12/2004 0:00,69
49,Motorcycles,S10_4698,2/20/2004 0:00,99
39,Motorcycles,S10_4698,4/5/2004 0:00,50
43,Motorcycles,S10_4698,5/18/2004 0:00,65
41,Motorcycles,S10_4698,6/28/2004 0:00,81
36,Motorcycles,S10_4698,7/23/2004 0:00,40
27,Motorcycles,S10_4698,8/27/2004 0:00,43
29,Motorcycles,S10_4698,9/30/2004 0:00,47
20,Motorcycles,S10_4698,10/15/2004 0:00,53
37,Motorcycles,S10_4698,11/2/2004 0:00,85
26,Motorcycles,S10_4698,11/15/2004 0:00,48
39,Motorcycles,S10_4698,11/23/2004 0:00,71
22,Motorcycles,S10_4698,1/5/2005 0:00,32
22,Motorcycles,S10_4698,2/2/2005 0:00,34
21,Motorcycles,S10_4698,3/3/2005 0:00,33
66,Motorcycles,S10_4698,4/8/2005 0:00,95
56,Motorcycles,S10_4698,5/13/2005 0:00,96
