QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
37,Classic Cars,S24_3432,3/18/2003 0:00,150
43,Classic Cars,S24_3432,5/21/2003 0:00,113
27,Classic Cars,S24_3432,9/11/2003 0:00,70
30,Classic Cars,S24_3432,10/17/2003 0:00,43
22,Classic Cars,S24_3432,11/5/2003 0:00,47
49,Classic Cars,S24_3432,11/12/2003 0:00,74
46,Classic Cars,S24_3432,11/20/2003 0:00,85
48,Classic Cars,S24_3432,12/2/2003 0:00,93
46,Classic Cars,S24_3432,1/16/2004 0:00,102
48,Classic Cars,S24_3432,2/26/2004 0:00,56
27,Classic Cars,S24_3432,4/13/2004 0:00,44
43,Classic Cars,S24_3432,7/7/2004 0:00,60
48,Classic Cars,S24_3432,8/9/2004 0:00,72
41,Classic Cars,S24_3432,9/1/2004 0:00,76
22,Classic Cars,S24_3432,10/5/2003 0:00,35
46,Classic Cars,S24_3432,10/16/2004 0:00,64
21,Classic Cars,S24_3432,11/4/2004 0:00,42
31,Classic Cars,S24_3432,11/17/2004 0:00,62
26,Classic Cars,S24_3432,11/29/2004 0:00,31
20,Classic Cars,S24_3432,1/19/2005 0:00,34
34,Classic Cars,S24_3432,2/16/2005 0:00,60
43,Classic Cars,S24_3432,4/22/2005 0:00,73
26,Classic Cars,S24_3432,5/29/2005 0:00,30
