QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
35,Classic Cars,S24_1444,1/31/2003 0:00
47,Classic Cars,S24_1444,4/4/2003 0:00
20,Classic Cars,S24_1444,6/3/2003 0:00
20,Classic Cars,S24_1444,8/1/2003 0:00
25,Classic Cars,S24_1444,9/25/2003 0:00
25,Classic Cars,S24_1444,10/22/2003 0:00
27,Classic Cars,S24_1444,11/6/2003 0:00
31,Classic Cars,S24_1444,11/14/2003 0:00
44,Classic Cars,S24_1444,11/25/2003 0:00
49,Classic Cars,S24_1444,12/9/2003 0:00
26,Classic Cars,S24_1444,2/12/2004 0:00
36,Classic Cars,S24_1444,3/15/2004 0:00
44,Classic Cars,S24_1444,5/5/2004 0:00
28,Classic Cars,S24_1444,6/15/2004 0:00
45,Classic Cars,S24_1444,7/20/2004 0:00
29,Classic Cars,S24_1444,8/20/2004 0:00
40,Classic Cars,S24_1444,9/8/2004 0:00
45,Classic Cars,S24_1444,10/13/2004 0:00
44,Classic Cars,S24_1444,10/22/2004 0:00
25,Classic Cars,S24_1444,11/5/2004 0:00
45,Classic Cars,S24_1444,11/20/2004 0:00
48,Classic Cars,S24_1444,12/1/2004 0:00
44,Classic Cars,S24_1444,12/10/2004 0:00
25,Classic Cars,S24_1444,1/23/2005 0:00
22,Classic Cars,S24_1444,2/22/2005 0:00
31,Classic Cars,S24_1444,3/15/2005 0:00
21,Classic Cars,S24_1444,5/3/2005 0:00
55,Classic Cars,S24_1444,5/31/2005 0:00
