QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
47,Classic Cars,S18_3685,3/10/2003 0:00,150
34,Classic Cars,S18_3685,5/20/2003 0:00,103
31,Classic Cars,S18_3685,7/10/2003 0:00,69
28,Classic Cars,S18_3685,9/11/2003 0:00,38
36,Classic Cars,S18_3685,10/17/2003 0:00,47
48,Classic Cars,S18_3685,11/5/2003 0:00,69
39,Classic Cars,S18_3685,11/12/2003 0:00,66
45,Classic Cars,S18_3685,11/20/2003 0:00,87
35,Classic Cars,S18_3685,12/2/2003 0:00,42
45,Classic Cars,S18_3685,1/16/2004 0:00,56
46,Classic Cars,S18_3685,2/26/2004 0:00,57
37,Classic Cars,S18_3685,4/13/2004 0:00,51
31,Classic Cars,S18_3685,6/1/2004 0:00,47
33,Classic Cars,S18_3685,7/6/2004 0:00,68
31,Classic Cars,S18_3685,8/6/2004 0:00,35
27,Classic Cars,S18_3685,8/30/2004 0:00,49
39,Classic Cars,S18_3685,10/5/2003 0:00,75
32,Classic Cars,S18_3685,10/16/2004 0:00,36
28,Classic Cars,S18_3685,11/4/2004 0:00,39
26,Classic Cars,S18_3685,11/17/2004 0:00,56
44,Classic Cars,S18_3685,11/24/2004 0:00,79
46,Classic Cars,S18_3685,1/12/2005 0:00,88
32,Classic Cars,S18_3685,2/10/2005 0:00,42
65,Classic Cars,S18_3685,4/15/2005 0:00,82
43,Classic Cars,S18_3685,5/17/2005 0:00,72
