QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
44,Classic Cars,S18_4721,3/3/2003 0:00
28,Classic Cars,S18_4721,5/8/2003 0:00
31,Classic Cars,S18_4721,7/2/2003 0:00
29,Classic Cars,S18_4721,9/3/2003 0:00
32,Classic Cars,S18_4721,10/10/2003 0:00
33,Classic Cars,S18_4721,11/4/2003 0:00
44,Classic Cars,S18_4721,11/11/2003 0:00
32,Classic Cars,S18_4721,11/20/2003 0:00
41,Classic Cars,S18_4721,1/15/2004 0:00
35,Classic Cars,S18_4721,2/22/2004 0:00
44,Classic Cars,S18_4721,4/9/2004 0:00
26,Classic Cars,S18_4721,5/26/2004 0:00
20,Classic Cars,S18_4721,6/30/2004 0:00
48,Classic Cars,S18_4721,8/2/2004 0:00
34,Classic Cars,S18_4721,8/30/2004 0:00
49,Classic Cars,S18_4721,9/30/2004 0:00
40,Classic Cars,S18_4721,10/16/2004 0:00
45,Classic Cars,S18_4721,11/3/2004 0:00
50,Classic Cars,S18_4721,11/16/2004 0:00
38,Classic Cars,S18_4721,11/24/2004 0:00
25,Classic Cars,S18_4721,12/7/2004 0:00
28,Classic Cars,S18_4721,1/6/2005 0:00
49,Classic Cars,S18_4721,2/10/2005 0:00
49,Classic Cars,S18_4721,3/4/2005 0:00
