QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
39,Motorcycles,S10_2016,2/24/2003 0:00,150
29,Motorcycles,S10_2016,4/29/2003 0:00,111
27,Motorcycles,S10_2016,7/1/2003 0:00,82
37,Motorcycles,S10_2016,8/25/2003 0:00,55
37,Motorcycles,S10_2016,10/10/2003 0:00,60
27,Motorcycles,S10_2016,10/28/2003 0:00,67
42,Motorcycles,S10_2016,11/11/2003 0:00,99
38,Motorcycles,S10_2016,11/18/2003 0:00,57
24,Motorcycles,S10_2016,12/1/2003 0:00,57
23,Motorcycles,S10_2016,1/12/2004 0:00,33
47,Motorcycles,S10_2016,2/20/2004 0:00,73
22,Motorcycles,S10_2016,4/3/2004 0:00,26
44,Motorcycles,S10_2016,5/18/2004 0:00,53
40,Motorcycles,S10_2016,6/28/2004 0:00,58
22,Motorcycles,S10_2016,7/23/2004 0:00,53
47,Motorcycles,S10_2016,8/27/2004 0:00,94
39,Motorcycles,S10_2016,9/27/2004 0:00,47
34,Motorcycles,S10_2016,10/15/2004 0:00,45
45,Motorcycles,S10_2016,11/2/2004 0:00,71
20,Motorcycles,S10_2016,11/15/2004 0:00,26
40,Motorcycles,S10_2016,11/23/2004 0:00,65
26,Motorcycles,S10_2016,12/17/2004 0:00,64
39,Motorcycles,S10_2016,2/2/2005 0:00,93
50,Motorcycles,S10_2016,3/3/2005 0:00,54
45,Motorcycles,S10_2016,4/7/2005 0:00,67
45,Motorcycles,S10_2016,5/13/2005 0:00,81
