QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
31,Vintage Cars,S24_3420,2/17/2003 0:00,150
20,Vintage Cars,S24_3420,4/28/2003 0:00,119
29,Vintage Cars,S24_3420,6/16/2003 0:00,99
33,Vintage Cars,S24_3420,8/10/2003 0:00,70
34,Vintage Cars,S24_3420,10/6/2003 0:00,37
32,Vintage Cars,S24_3420,10/23/2003 0:00,39
27,Vintage Cars,S24_3420,11/8/2003 0:00,48
21,Vintage Cars,S24_3420,11/14/2003 0:00,61
27,Vintage Cars,S24_3420,11/27/2003 0:00,40
36,Vintage Cars,S24_3420,1/9/2004 0:00,52
43,Vintage Cars,S24_3420,2/19/2004 0:00,62
25,Vintage Cars,S24_3420,5/8/2004 0:00,58
46,Vintage Cars,S24_3420,6/24/2004 0:00,89
24,Vintage Cars,S24_3420,7/21/2004 0:00,43
39,Vintage Cars,S24_3420,8/21/2004 0:00,60
31,Vintage Cars,S24_3420,9/15/2004 0:00,56
22,Vintage Cars,S24_3420,10/14/2004 0:00,25
47,Vintage Cars,S24_3420,11/1/2004 0:00,62
20,Vintage Cars,S24_3420,11/12/2004 0:00,41
29,Vintage Cars,S24_3420,11/23/2004 0:00,64
38,Vintage Cars,S24_3420,12/3/2004 0:00,77
34,Vintage Cars,S24_3420,12/17/2004 0:00,39
46,Vintage Cars,S24_3420,1/31/2005 0:00,57
35,Vintage Cars,S24_3420,3/1/2005 0:00,63
34,Vintage Cars,S24_3420,3/30/2005 0:00,65
38,Vintage Cars,S24_3420,4/1/2005 0:00,86
18,Vintage Cars,S24_3420,5/9/2005 0:00,48
