QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
46,Vintage Cars,S18_3320,1/29/2003 0:00,150
39,Vintage Cars,S18_3320,3/25/2003 0:00,104
38,Vintage Cars,S18_3320,5/28/2003 0:00,65
30,Vintage Cars,S18_3320,7/16/2003 0:00,76
42,Vintage Cars,S18_3320,9/12/2003 0:00,46
43,Vintage Cars,S18_3320,10/20/2003 0:00,49
29,Vintage Cars,S18_3320,11/5/2003 0:00,39
33,Vintage Cars,S18_3320,11/12/2003 0:00,56
32,Vintage Cars,S18_3320,11/21/2003 0:00,73
28,Vintage Cars,S18_3320,12/5/2003 0:00,41
41,Vintage Cars,S18_3320,1/29/2004 0:00,60
33,Vintage Cars,S18_3320,3/2/2004 0:00,61
36,Vintage Cars,S18_3320,4/29/2004 0:00,83
26,Vintage Cars,S18_3320,6/14/2004 0:00,47
34,Vintage Cars,S18_3320,8/17/2004 0:00,63
26,Vintage Cars,S18_3320,9/7/2004 0:00,29
38,Vintage Cars,S18_3320,10/11/2004 0:00,48
33,Vintage Cars,S18_3320,10/21/2004 0:00,45
33,Vintage Cars,S18_3320,11/5/2004 0:00,45
46,Vintage Cars,S18_3320,11/18/2004 0:00,72
26,Vintage Cars,S18_3320,11/29/2004 0:00,67
25,Vintage Cars,S18_3320,12/10/2004 0:00,41
45,Vintage Cars,S18_3320,1/20/2005 0:00,73
50,Vintage Cars,S18_3320,2/17/2005 0:00,87
36,Vintage Cars,S18_3320,3/10/2005 0:00,37
21,Vintage Cars,S18_3320,5/30/2005 0:00,41
