QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
33,Classic Cars,S12_1099,3/3/2003 0:00,150
42,Classic Cars,S12_1099,5/8/2003 0:00,117
42,Classic Cars,S12_1099,7/2/2003 0:00,75
48,Classic Cars,S12_1099,9/5/2003 0:00,94
41,Classic Cars,S12_1099,10/10/2003 0:00,46
30,Classic Cars,S12_1099,11/4/2003 0:00,46
27,Classic Cars,S12_1099,11/12/2003 0:00,50
21,Classic Cars,S12_1099,11/20/2003 0:00,23
20,Classic Cars,S12_1099,12/2/2003 0:00,36
41,Classic Cars,S12_1099,1/15/2004 0:00,60
27,Classic Cars,S12_1099,2/22/2004 0:00,64
28,Classic Cars,S12_1099,4/9/2004 0:00,37
24,Classic Cars,S12_1099,6/1/2004 0:00,34
44,Classic Cars,S12_1099,7/6/2004 0:00,67
50,Classic Cars,S12_1099,8/2/2004 0:00,92
21,Classic Cars,S12_1099,8/30/2004 0:00,42
33,Classic Cars,S12_1099,10/4/2003 0:00,60
33,Classic Cars,S12_1099,10/16/2004 0:00,62
31,Classic Cars,S12_1099,11/3/2004 0:00,74
41,Classic Cars,S12_1099,11/15/2004 0:00,43
45,Classic Cars,S12_1099,11/24/2004 0:00,49
33,Classic Cars,S12_1099,1/6/2005 0:00,52
45,Classic Cars,S12_1099,2/3/2005 0:00,75
26,Classic Cars,S12_1099,3/3/2005 0:00,30
12,Classic Cars,S12_1099,5/17/2005 0:00,22
