QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
45,Vintage Cars,S24_1937,1/9/2003 0:00,150
20,Vintage Cars,S24_1937,3/18/2003 0:00,105
45,Vintage Cars,S24_1937,5/21/2003 0:00,85
36,Vintage Cars,S24_1937,9/12/2003 0:00,40
37,Vintage Cars,S24_1937,10/18/2003 0:00,45
31,Vintage Cars,S24_1937,11/5/2003 0:00,48
39,Vintage Cars,S24_1937,11/12/2003 0:00,57
26,Vintage Cars,S24_1937,11/21/2003 0:00,57
32,Vintage Cars,S24_1937,12/3/2003 0:00,81
20,Vintage Cars,S24_1937,1/26/2004 0:00,49
42,Vintage Cars,S24_1937,3/2/2004 0:00,87
33,Vintage Cars,S24_1937,4/26/2004 0:00,45
20,Vintage Cars,S24_1937,8/17/2004 0:00,32
29,Vintage Cars,S24_1937,9/1/2004 0:00,51
23,Vintage Cars,S24_1937,10/11/2004 0:00,50
39,Vintage Cars,S24_1937,10/21/2004 0:00,78
20,Vintage Cars,S24_1937,11/4/2004 0:00,39
45,Vintage Cars,S24_1937,11/17/2004 0:00,77
20,Vintage Cars,S24_1937,11/25/2004 0:00,32
48,Vintage Cars,S24_1937,12/9/2004 0:00,61
23,Vintage Cars,S24_1937,1/12/2005 0:00,50
32,Vintage Cars,S24_1937,2/16/2005 0:00,61
33,Vintage Cars,S24_1937,3/9/2005 0:00,62
61,Vintage Cars,S24_1937,4/23/2005 0:00,106
45,Vintage Cars,S24_1937,5/29/2005 0:00,109
