QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
27,Classic Cars,S24_3191,3/18/2003 0:00,150
49,Classic Cars,S24_3191,5/21/2003 0:00,123
31,Classic Cars,S24_3191,9/11/2003 0:00,74
20,Classic Cars,S24_3191,10/17/2003 0:00,43
24,Classic Cars,S24_3191,11/5/2003 0:00,64
33,Classic Cars,S24_3191,11/12/2003 0:00,40
32,Classic Cars,S24_3191,11/20/2003 0:00,51
40,Classic Cars,S24_3191,12/2/2003 0:00,71
27,Classic Cars,S24_3191,1/16/2004 0:00,31
40,Classic Cars,S24_3191,3/2/2004 0:00,59
26,Classic Cars,S24_3191,4/13/2004 0:00,58
44,Classic Cars,S24_3191,7/7/2004 0:00,81
33,Classic Cars,S24_3191,8/9/2004 0:00,37
34,Classic Cars,S24_3191,9/1/2004 0:00,41
48,Classic Cars,S24_3191,10/6/2003 0:00,57
25,Classic Cars,S24_3191,10/16/2004 0:00,34
39,Classic Cars,S24_3191,11/4/2004 0:00,64
45,Classic Cars,S24_3191,11/17/2004 0:00,75
24,Classic Cars,S24_3191,11/29/2004 0:00,30
46,Classic Cars,S24_3191,1/19/2005 0:00,58
44,Classic Cars,S24_3191,2/16/2005 0:00,64
13,Classic Cars,S24_3191,4/22/2005 0:00,20
35,Classic Cars,S24_3191,5/29/2005 0:00,59
