QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
32,Planes,S700_2834,2/17/2003 0:00,150
24,Planes,S700_2834,4/29/2003 0:00,118
27,Planes,S700_2834,6/27/2003 0:00,94
20,Planes,S700_2834,8/25/2003 0:00,67
36,Planes,S700_2834,10/28/2003 0:00,47
29,Planes,S700_2834,11/18/2003 0:00,57
25,Planes,S700_2834,1/12/2004 0:00,28
29,Planes,S700_2834,2/20/2004 0:00,37
25,Planes,S700_2834,4/2/2004 0:00,46
44,Planes,S700_2834,5/11/2004 0:00,75
47,Planes,S700_2834,6/28/2004 0:00,88
48,Planes,S700_2834,7/23/2004 0:00,89
45,Planes,S700_2834,8/27/2004 0:00,94
35,Planes,S700_2834,9/16/2004 0:00,49
31,Planes,S700_2834,10/15/2004 0:00,53
50,Planes,S700_2834,11/2/2004 0:00,72
33,Planes,S700_2834,11/12/2004 0:00,57
29,Planes,S700_2834,11/24/2004 0:00,60
48,Planes,S700_2834,12/4/2004 0:00,92
44,Planes,S700_2834,12/17/2004 0:00,107
25,Planes,S700_2834,2/3/2005 0:00,63
50,Planes,S700_2834,3/3/2005 0:00,103
23,Planes,S700_2834,3/30/2005 0:00,53
21,Planes,S700_2834,4/3/2005 0:00,30
41,Planes,S700_2834,5/10/2005 0:00,50
