QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
31,Ships,S700_2610,2/11/2003 0:00,150
38,Ships,S700_2610,4/28/2003 0:00,119
45,Ships,S700_2610,6/12/2003 0:00,81
31,Ships,S700_2610,8/10/2003 0:00,36
36,Ships,S700_2610,10/2/2003 0:00,51
46,Ships,S700_2610,10/23/2003 0:00,76
32,Ships,S700_2610,11/7/2003 0:00,69
39,Ships,S700_2610,11/14/2003 0:00,89
50,Ships,S700_2610,11/26/2003 0:00,113
46,Ships,S700_2610,1/2/2004 0:00,63
36,Ships,S700_2610,2/19/2004 0:00,66
29,Ships,S700_2610,3/29/2004 0:00,30
32,Ships,S700_2610,5/7/2004 0:00,49
44,Ships,S700_2610,6/17/2004 0:00,78
42,Ships,S700_2610,7/21/2004 0:00,77
47,Ships,S700_2610,8/20/2004 0:00,83
44,Ships,S700_2610,9/10/2004 0:00,91
43,Ships,S700_2610,10/14/2004 0:00,47
48,Ships,S700_2610,11/1/2004 0:00,53
21,Ships,S700_2610,11/10/2004 0:00,35
50,Ships,S700_2610,11/23/2004 0:00,65
29,Ships,S700_2610,12/2/2004 0:00,49
41,Ships,S700_2610,1/31/2005 0:00,65
37,Ships,S700_2610,3/1/2005 0:00,69
22,Ships,S700_2610,3/28/2005 0:00,32
31,Ships,S700_2610,5/6/2005 0:00,50
