QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
50,Classic Cars,S10_4757,2/11/2003 0:00,150
46,Classic Cars,S10_4757,4/28/2003 0:00,100
33,Classic Cars,S10_4757,6/12/2003 0:00,54
49,Classic Cars,S10_4757,8/10/2003 0:00,80
32,Classic Cars,S10_4757,10/6/2003 0:00,75
44,Classic Cars,S10_4757,10/23/2003 0:00,90
24,Classic Cars,S10_4757,11/8/2003 0:00,46
26,Classic Cars,S10_4757,11/14/2003 0:00,66
45,Classic Cars,S10_4757,11/26/2003 0:00,94
39,Classic Cars,S10_4757,1/9/2004 0:00,49
49,Classic Cars,S10_4757,2/19/2004 0:00,67
20,Classic Cars,S10_4757,5/7/2004 0:00,43
27,Classic Cars,S10_4757,6/17/2004 0:00,66
30,Classic Cars,S10_4757,7/21/2004 0:00,39
25,Classic Cars,S10_4757,8/20/2004 0:00,42
24,Classic Cars,S10_4757,9/10/2004 0:00,50
22,Classic Cars,S10_4757,10/14/2004 0:00,26
33,Classic Cars,S10_4757,11/1/2004 0:00,56
47,Classic Cars,S10_4757,11/5/2004 0:00,72
25,Classic Cars,S10_4757,11/21/2004 0:00,63
26,Classic Cars,S10_4757,12/2/2004 0:00,38
48,Classic Cars,S10_4757,12/15/2004 0:00,62
39,Classic Cars,S10_4757,1/31/2005 0:00,69
34,Classic Cars,S10_4757,2/23/2005 0:00,70
32,Classic Cars,S10_4757,3/17/2005 0:00,36
64,Classic Cars,S10_4757,4/1/2005 0:00,87
19,Classic Cars,S10_4757,5/6/2005 0:00,23
