QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
22,Trucks and Buses,S18_2432,1/29/2003 0:00
45,Trucks and Buses,S18_2432,4/1/2003 0:00
43,Trucks and Buses,S18_2432,5/28/2003 0:00
46,Trucks and Buses,S18_2432,7/24/2003 0:00
39,Trucks and Buses,S18_2432,9/21/2003 0:00
31,Trucks and Buses,S18_2432,10/22/2003 0:00
41,Trucks and Buses,S18_2432,11/6/2003 0:00
44,Trucks and Buses,S18_2432,11/14/2003 0:00
45,Trucks and Buses,S18_2432,11/25/2003 0:00
37,Trucks and Buses,S18_2432,12/9/2003 0:00
35,Trucks and Buses,S18_2432,2/4/2004 0:00
28,Trucks and Buses,S18_2432,3/11/2004 0:00
30,Trucks and Buses,S18_2432,5/5/2004 0:00
30,Trucks and Buses,S18_2432,6/15/2004 0:00
25,Trucks and Buses,S18_2432,7/20/2004 0:00
29,Trucks and Buses,S18_2432,8/19/2004 0:00
26,Trucks and Buses,S18_2432,9/8/2004 0:00
41,Trucks and Buses,S18_2432,10/13/2004 0:00
34,Trucks and Buses,S18_2432,10/22/2004 0:00
35,Trucks and Buses,S18_2432,11/4/2004 0:00
34,Trucks and Buses,S18_2432,11/19/2004 0:00
50,Trucks and Buses,S18_2432,11/29/2004 0:00
41,Trucks and Buses,S18_2432,12/10/2004 0:00
22,Trucks and Buses,S18_2432,1/20/2005 0:00
35,Trucks and Buses,S18_2432,2/17/2005 0:00
44,Trucks and Buses,S18_2432,3/9/2005 0:00
47,Trucks and Buses,S18_2432,5/3/2005 0:00
19,Trucks and Buses,S18_2432,5/31/2005 0:00
