QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
48,Planes,S72_1253,2/17/2003 0:00,150
28,Planes,S72_1253,4/28/2003 0:00,102
21,Planes,S72_1253,6/16/2003 0:00,74
37,Planes,S72_1253,8/10/2003 0:00,53
34,Planes,S72_1253,10/6/2003 0:00,56
40,Planes,S72_1253,10/23/2003 0:00,70
45,Planes,S72_1253,11/8/2003 0:00,76
28,Planes,S72_1253,11/14/2003 0:00,31
29,Planes,S72_1253,11/26/2003 0:00,33
48,Planes,S72_1253,1/9/2004 0:00,68
31,Planes,S72_1253,2/19/2004 0:00,51
32,Planes,S72_1253,5/8/2004 0:00,62
21,Planes,S72_1253,6/24/2004 0:00,30
32,Planes,S72_1253,7/21/2004 0:00,54
43,Planes,S72_1253,8/20/2004 0:00,77
21,Planes,S72_1253,9/15/2004 0:00,34
34,Planes,S72_1253,10/14/2004 0:00,49
34,Planes,S72_1253,11/1/2004 0:00,50
44,Planes,S72_1253,11/15/2004 0:00,69
27,Planes,S72_1253,11/23/2004 0:00,56
49,Planes,S72_1253,12/3/2004 0:00,84
23,Planes,S72_1253,12/17/2004 0:00,35
25,Planes,S72_1253,1/31/2005 0:00,52
50,Planes,S72_1253,3/1/2005 0:00,96
34,Planes,S72_1253,3/30/2005 0:00,46
20,Planes,S72_1253,4/1/2005 0:00,47
42,Planes,S72_1253,5/9/2005 0:00,71
