QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
34,Classic Cars,S12_3148,1/31/2003 0:00,150
43,Classic Cars,S12_3148,4/16/2003 0:00,116
46,Classic Cars,S12_3148,6/3/2003 0:00,73
33,Classic Cars,S12_3148,8/8/2003 0:00,63
42,Classic Cars,S12_3148,9/28/2003 0:00,90
34,Classic Cars,S12_3148,10/22/2003 0:00,48
47,Classic Cars,S12_3148,11/6/2003 0:00,75
33,Classic Cars,S12_3148,11/14/2003 0:00,77
24,Classic Cars,S12_3148,11/26/2003 0:00,44
26,Classic Cars,S12_3148,1/2/2004 0:00,54
30,Classic Cars,S12_3148,2/12/2004 0:00,69
43,Classic Cars,S12_3148,3/15/2004 0:00,87
25,Classic Cars,S12_3148,5/5/2004 0:00,44
27,Classic Cars,S12_3148,7/20/2004 0:00,57
27,Classic Cars,S12_3148,8/20/2004 0:00,30
24,Classic Cars,S12_3148,9/9/2004 0:00,44
34,Classic Cars,S12_3148,10/14/2004 0:00,57
46,Classic Cars,S12_3148,10/22/2004 0:00,71
27,Classic Cars,S12_3148,11/5/2004 0:00,65
33,Classic Cars,S12_3148,11/20/2004 0:00,38
47,Classic Cars,S12_3148,11/1/2004 0:00,53
49,Classic Cars,S12_3148,12/10/2004 0:00,63
40,Classic Cars,S12_3148,1/26/2005 0:00,66
37,Classic Cars,S12_3148,2/17/2005 0:00,77
47,Classic Cars,S12_3148,5/5/2005 0:00,93
