QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
34,Motorcycles,S50_4713,3/3/2003 0:00,150
44,Motorcycles,S50_4713,5/7/2003 0:00,116
44,Motorcycles,S50_4713,7/2/2003 0:00,72
38,Motorcycles,S50_4713,8/25/2003 0:00,66
31,Motorcycles,S50_4713,10/10/2003 0:00,71
48,Motorcycles,S50_4713,11/4/2003 0:00,94
21,Motorcycles,S50_4713,11/11/2003 0:00,46
40,Motorcycles,S50_4713,11/19/2003 0:00,79
40,Motorcycles,S50_4713,1/15/2004 0:00,87
50,Motorcycles,S50_4713,2/21/2004 0:00,106
20,Motorcycles,S50_4713,4/5/2004 0:00,56
48,Motorcycles,S50_4713,5/26/2004 0:00,92
47,Motorcycles,S50_4713,6/30/2004 0:00,96
21,Motorcycles,S50_4713,8/2/2004 0:00,49
39,Motorcycles,S50_4713,8/27/2004 0:00,70
44,Motorcycles,S50_4713,9/30/2004 0:00,87
28,Motorcycles,S50_4713,10/15/2004 0:00,43
45,Motorcycles,S50_4713,11/3/2004 0:00,61
20,Motorcycles,S50_4713,11/17/2004 0:00,49
38,Motorcycles,S50_4713,11/24/2004 0:00,71
26,Motorcycles,S50_4713,12/9/2004 0:00,33
44,Motorcycles,S50_4713,1/7/2005 0:00,59
49,Motorcycles,S50_4713,2/3/2005 0:00,71
22,Motorcycles,S50_4713,3/4/2005 0:00,58
31,Motorcycles,S50_4713,4/8/2005 0:00,36
