QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
30,Motorcycles,S10_1678,2/24/2003 0:00,150
34,Motorcycles,S10_1678,5/7/2003 0:00,120
41,Motorcycles,S10_1678,7/1/2003 0:00,86
45,Motorcycles,S10_1678,8/25/2003 0:00,90
49,Motorcycles,S10_1678,10/10/2003 0:00,94
36,Motorcycles,S10_1678,10/28/2003 0:00,45
29,Motorcycles,S10_1678,11/11/2003 0:00,53
48,Motorcycles,S10_1678,11/18/2003 0:00,74
22,Motorcycles,S10_1678,12/1/2003 0:00,26
41,Motorcycles,S10_1678,1/15/2004 0:00,51
37,Motorcycles,S10_1678,2/20/2004 0:00,66
23,Motorcycles,S10_1678,4/5/2004 0:00,29
28,Motorcycles,S10_1678,5/18/2004 0:00,46
34,Motorcycles,S10_1678,6/28/2004 0:00,65
45,Motorcycles,S10_1678,7/23/2004 0:00,92
36,Motorcycles,S10_1678,8/27/2004 0:00,47
23,Motorcycles,S10_1678,9/30/2004 0:00,38
41,Motorcycles,S10_1678,10/15/2004 0:00,68
46,Motorcycles,S10_1678,11/2/2004 0:00,81
42,Motorcycles,S10_1678,11/15/2004 0:00,92
41,Motorcycles,S10_1678,11/24/2004 0:00,50
20,Motorcycles,S10_1678,12/17/2004 0:00,46
21,Motorcycles,S10_1678,2/3/2005 0:00,26
42,Motorcycles,S10_1678,3/3/2005 0:00,51
24,Motorcycles,S10_1678,4/8/2005 0:00,36
66,Motorcycles,S10_1678,5/13/2005 0:00,86
