QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
29,Classic Cars,S24_2972,3/10/2003 0:00,150
39,Classic Cars,S24_2972,5/8/2003 0:00,121
20,Classic Cars,S24_2972,7/2/2003 0:00,82
25,Classic Cars,S24_2972,9/5/2003 0:00,62
42,Classic Cars,S24_2972,10/11/2003 0:00,82
36,Classic Cars,S24_2972,11/5/2003 0:00,40
37,Classic Cars,S24_2972,11/12/2003 0:00,48
30,Classic Cars,S24_2972,11/20/2003 0:00,46
21,Classic Cars,S24_2972,12/2/2003 0:00,37
34,Classic Cars,S24_2972,1/16/2004 0:00,56
42,Classic Cars,S24_2972,2/22/2004 0:00,77
20,Classic Cars,S24_2972,4/12/2004 0:00,35
40,Classic Cars,S24_2972,6/1/2004 0:00,66
34,Classic Cars,S24_2972,7/6/2004 0:00,69
31,Classic Cars,S24_2972,8/6/2004 0:00,35
36,Classic Cars,S24_2972,8/30/2004 0:00,50
48,Classic Cars,S24_2972,10/5/2003 0:00,64
33,Classic Cars,S24_2972,10/16/2004 0:00,62
37,Classic Cars,S24_2972,11/4/2004 0:00,66
27,Classic Cars,S24_2972,11/17/2004 0:00,29
39,Classic Cars,S24_2972,11/24/2004 0:00,49
36,Classic Cars,S24_2972,12/7/2004 0:00,64
36,Classic Cars,S24_2972,1/12/2005 0:00,75
41,Classic Cars,S24_2972,2/10/2005 0:00,99
37,Classic Cars,S24_2972,3/4/2005 0:00,58
47,Classic Cars,S24_2972,4/14/2005 0:00,68
15,Classic Cars,S24_2972,5/17/2005 0:00,21
