QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
39,Vintage Cars,S18_1342,1/10/2003 0:00
33,Vintage Cars,S18_1342,3/25/2003 0:00
32,Vintage Cars,S18_1342,5/21/2003 0:00
31,Vintage Cars,S18_1342,7/16/2003 0:00
50,Vintage Cars,S18_1342,9/12/2003 0:00
48,Vintage Cars,S18_1342,10/18/2003 0:00
43,Vintage Cars,S18_1342,11/5/2003 0:00
25,Vintage Cars,S18_1342,11/12/2003 0:00
28,Vintage Cars,S18_1342,11/21/2003 0:00
36,Vintage Cars,S18_1342,12/3/2003 0:00
27,Vintage Cars,S18_1342,1/29/2004 0:00
25,Vintage Cars,S18_1342,3/2/2004 0:00
40,Vintage Cars,S18_1342,4/29/2004 0:00
34,Vintage Cars,S18_1342,6/8/2004 0:00
50,Vintage Cars,S18_1342,8/17/2004 0:00
38,Vintage Cars,S18_1342,9/3/2004 0:00
37,Vintage Cars,S18_1342,10/11/2004 0:00
43,Vintage Cars,S18_1342,10/21/2004 0:00
43,Vintage Cars,S18_1342,11/4/2004 0:00
46,Vintage Cars,S18_1342,11/17/2004 0:00
42,Vintage Cars,S18_1342,11/29/2004 0:00
50,Vintage Cars,S18_1342,12/9/2004 0:00
44,Vintage Cars,S18_1342,1/20/2005 0:00
27,Vintage Cars,S18_1342,2/16/2005 0:00
35,Vintage Cars,S18_1342,3/9/2005 0:00
51,Vintage Cars,S18_1342,5/30/2005 0:00
