QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
26,Classic Cars,S18_2870,3/10/2003 0:00,150
46,Classic Cars,S18_2870,5/20/2003 0:00,124
37,Classic Cars,S18_2870,7/10/2003 0:00,78
27,Classic Cars,S18_2870,9/11/2003 0:00,41
23,Classic Cars,S18_2870,10/17/2003 0:00,39
39,Classic Cars,S18_2870,11/5/2003 0:00,55
27,Classic Cars,S18_2870,11/12/2003 0:00,58
38,Classic Cars,S18_2870,11/20/2003 0:00,84
27,Classic Cars,S18_2870,12/2/2003 0:00,46
40,Classic Cars,S18_2870,1/16/2004 0:00,65
24,Classic Cars,S18_2870,2/26/2004 0:00,25
44,Classic Cars,S18_2870,4/13/2004 0:00,49
37,Classic Cars,S18_2870,6/1/2004 0:00,54
20,Classic Cars,S18_2870,7/6/2004 0:00,53
39,Classic Cars,S18_2870,8/6/2004 0:00,77
44,Classic Cars,S18_2870,8/30/2004 0:00,83
22,Classic Cars,S18_2870,10/5/2003 0:00,39
43,Classic Cars,S18_2870,10/16/2004 0:00,79
27,Classic Cars,S18_2870,11/4/2004 0:00,36
26,Classic Cars,S18_2870,11/17/2004 0:00,49
25,Classic Cars,S18_2870,11/24/2004 0:00,67
49,Classic Cars,S18_2870,1/10/2005 0:00,99
29,Classic Cars,S18_2870,2/10/2005 0:00,50
41,Classic Cars,S18_2870,4/22/2005 0:00,65
55,Classic Cars,S18_2870,5/17/2005 0:00,98
