QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
27,Trucks and Buses,S12_1666,1/29/2003 0:00,150
21,Trucks and Buses,S12_1666,3/26/2003 0:00,123
21,Trucks and Buses,S12_1666,5/28/2003 0:00,102
38,Trucks and Buses,S12_1666,7/24/2003 0:00,81
30,Trucks and Buses,S12_1666,9/19/2003 0:00,43
49,Trucks and Buses,S12_1666,10/21/2003 0:00,70
43,Trucks and Buses,S12_1666,11/6/2003 0:00,69
41,Trucks and Buses,S12_1666,11/13/2003 0:00,67
38,Trucks and Buses,S12_1666,11/25/2003 0:00,75
28,Trucks and Buses,S12_1666,12/5/2003 0:00,37
43,Trucks and Buses,S12_1666,2/2/2004 0:00,55
25,Trucks and Buses,S12_1666,3/11/2004 0:00,42
38,Trucks and Buses,S12_1666,5/4/2004 0:00,58
41,Trucks and Buses,S12_1666,6/15/2004 0:00,63
28,Trucks and Buses,S12_1666,7/19/2004 0:00,66
25,Trucks and Buses,S12_1666,8/19/2004 0:00,38
41,Trucks and Buses,S12_1666,9/8/2004 0:00,68
39,Trucks and Buses,S12_1666,10/11/2004 0:00,79
21,Trucks and Buses,S12_1666,10/22/2004 0:00,40
27,Trucks and Buses,S12_1666,11/4/2004 0:00,65
33,Trucks and Buses,S12_1666,11/18/2004 0:00,38
29,Trucks and Buses,S12_1666,11/29/2004 0:00,36
49,Trucks and Buses,S12_1666,12/10/2004 0:00,65
49,Trucks and Buses,S12_1666,1/20/2005 0:00,70
20,Trucks and Buses,S12_1666,2/17/2005 0:00,21
39,Trucks and Buses,S12_1666,3/9/2005 0:00,46
40,Trucks and Buses,S12_1666,5/1/2005 0:00,65
49,Trucks and Buses,S12_1666,5/31/2005 0:00,87
