QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
29,Classic Cars,S18_3482,3/3/2003 0:00,150
21,Classic Cars,S18_3482,5/8/2003 0:00,121
42,Classic Cars,S18_3482,7/2/2003 0:00,100
37,Classic Cars,S18_3482,9/5/2003 0:00,58
25,Classic Cars,S18_3482,10/10/2003 0:00,49
36,Classic Cars,S18_3482,11/4/2003 0:00,65
22,Classic Cars,S18_3482,11/12/2003 0:00,29
23,Classic Cars,S18_3482,11/20/2003 0:00,45
32,Classic Cars,S18_3482,12/2/2003 0:00,65
28,Classic Cars,S18_3482,1/15/2004 0:00,33
27,Classic Cars,S18_3482,2/22/2004 0:00,43
49,Classic Cars,S18_3482,4/9/2004 0:00,77
41,Classic Cars,S18_3482,5/26/2004 0:00,70
49,Classic Cars,S18_3482,7/2/2004 0:00,84
30,Classic Cars,S18_3482,8/2/2004 0:00,35
40,Classic Cars,S18_3482,8/30/2004 0:00,56
23,Classic Cars,S18_3482,10/4/2003 0:00,41
49,Classic Cars,S18_3482,10/16/2004 0:00,73
25,Classic Cars,S18_3482,11/3/2004 0:00,53
37,Classic Cars,S18_3482,11/16/2004 0:00,78
55,Classic Cars,S18_3482,11/24/2004 0:00,101
23,Classic Cars,S18_3482,12/7/2004 0:00,46
24,Classic Cars,S18_3482,1/6/2005 0:00,64
43,Classic Cars,S18_3482,2/10/2005 0:00,95
50,Classic Cars,S18_3482,3/4/2005 0:00,52
