QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
49,Trains,S32_3207,1/31/2003 0:00,150
27,Trains,S32_3207,4/11/2003 0:00,101
29,Trains,S32_3207,6/3/2003 0:00,74
42,Trains,S32_3207,8/8/2003 0:00,45
33,Trains,S32_3207,9/25/2003 0:00,55
44,Trains,S32_3207,10/22/2003 0:00,66
22,Trains,S32_3207,11/6/2003 0:00,51
48,Trains,S32_3207,11/14/2003 0:00,84
33,Trains,S32_3207,11/25/2003 0:00,36
45,Trains,S32_3207,12/9/2003 0:00,65
20,Trains,S32_3207,2/12/2004 0:00,50
46,Trains,S32_3207,3/15/2004 0:00,88
40,Trains,S32_3207,5/5/2004 0:00,42
45,Trains,S32_3207,7/20/2004 0:00,52
36,Trains,S32_3207,8/20/2004 0:00,59
31,Trains,S32_3207,9/8/2004 0:00,73
46,Trains,S32_3207,10/14/2004 0:00,105
35,Trains,S32_3207,10/22/2004 0:00,59
28,Trains,S32_3207,11/5/2004 0:00,68
31,Trains,S32_3207,11/20/2004 0:00,40
27,Trains,S32_3207,12/2/2004 0:00,50
22,Trains,S32_3207,12/15/2004 0:00,23
30,Trains,S32_3207,1/23/2005 0:00,46
44,Trains,S32_3207,2/22/2005 0:00,71
30,Trains,S32_3207,3/15/2005 0:00,58
24,Trains,S32_3207,5/5/2005 0:00,28
