QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
30,Vintage Cars,S18_1749,1/6/2003 0:00,150
42,Vintage Cars,S18_1749,3/18/2003 0:00,120
21,Vintage Cars,S18_1749,5/21/2003 0:00,78
34,Vintage Cars,S18_1749,9/12/2003 0:00,57
29,Vintage Cars,S18_1749,10/18/2003 0:00,66
24,Vintage Cars,S18_1749,11/5/2003 0:00,37
44,Vintage Cars,S18_1749,11/12/2003 0:00,72
21,Vintage Cars,S18_1749,11/21/2003 0:00,28
33,Vintage Cars,S18_1749,12/2/2003 0:00,45
30,Vintage Cars,S18_1749,1/26/2004 0:00,52
26,Vintage Cars,S18_1749,3/2/2004 0:00,67
41,Vintage Cars,S18_1749,4/13/2004 0:00,83
26,Vintage Cars,S18_1749,8/17/2004 0:00,42
32,Vintage Cars,S18_1749,9/1/2004 0:00,57
43,Vintage Cars,S18_1749,10/6/2003 0:00,75
48,Vintage Cars,S18_1749,10/21/2004 0:00,87
44,Vintage Cars,S18_1749,11/17/2004 0:00,90
45,Vintage Cars,S18_1749,11/25/2004 0:00,46
37,Vintage Cars,S18_1749,1/12/2005 0:00,47
39,Vintage Cars,S18_1749,2/10/2005 0:00,58
76,Vintage Cars,S18_1749,4/22/2005 0:00,101
37,Vintage Cars,S18_1749,5/29/2005 0:00,79
