QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
32,Trains,S50_1514,1/31/2003 0:00
21,Trains,S50_1514,4/16/2003 0:00
46,Trains,S50_1514,6/3/2003 0:00
42,Trains,S50_1514,8/8/2003 0:00
31,Trains,S50_1514,9/28/2003 0:00
38,Trains,S50_1514,10/22/2003 0:00
38,Trains,S50_1514,11/6/2003 0:00
20,Trains,S50_1514,11/14/2003 0:00
46,Trains,S50_1514,11/26/2003 0:00
30,Trains,S50_1514,1/2/2004 0:00
30,Trains,S50_1514,2/12/2004 0:00
43,Trains,S50_1514,3/15/2004 0:00
49,Trains,S50_1514,5/5/2004 0:00
43,Trains,S50_1514,7/20/2004 0:00
37,Trains,S50_1514,8/20/2004 0:00
35,Trains,S50_1514,9/8/2004 0:00
34,Trains,S50_1514,10/14/2004 0:00
38,Trains,S50_1514,10/22/2004 0:00
44,Trains,S50_1514,11/5/2004 0:00
21,Trains,S50_1514,11/21/2004 0:00
44,Trains,S50_1514,12/2/2004 0:00
25,Trains,S50_1514,12/15/2004 0:00
24,Trains,S50_1514,1/26/2005 0:00
38,Trains,S50_1514,2/22/2005 0:00
45,Trains,S50_1514,3/17/2005 0:00
51,Trains,S50_1514,5/5/2005 0:00
