QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
34,Planes,S18_2581,2/17/2003 0:00,150
29,Planes,S18_2581,4/29/2003 0:00,116
49,Planes,S18_2581,6/27/2003 0:00,87
30,Planes,S18_2581,8/25/2003 0:00,38
21,Planes,S18_2581,10/28/2003 0:00,42
50,Planes,S18_2581,1/12/2004 0:00,86
47,Planes,S18_2581,2/20/2004 0:00,92
24,Planes,S18_2581,4/2/2004 0:00,45
27,Planes,S18_2581,5/11/2004 0:00,53
33,Planes,S18_2581,6/28/2004 0:00,62
35,Planes,S18_2581,7/23/2004 0:00,77
31,Planes,S18_2581,8/21/2004 0:00,42
25,Planes,S18_2581,9/16/2004 0:00,55
27,Planes,S18_2581,10/15/2004 0:00,30
31,Planes,S18_2581,11/2/2004 0:00,36
45,Planes,S18_2581,11/10/2004 0:00,50
27,Planes,S18_2581,11/23/2004 0:00,39
27,Planes,S18_2581,12/4/2004 0:00,40
42,Planes,S18_2581,2/2/2005 0:00,56
21,Planes,S18_2581,3/1/2005 0:00,47
34,Planes,S18_2581,3/30/2005 0:00,65
42,Planes,S18_2581,4/3/2005 0:00,81
15,Planes,S18_2581,5/10/2005 0:00,39
