QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
49,Vintage Cars,S24_3969,1/6/2003 0:00,150
48,Vintage Cars,S24_3969,3/18/2003 0:00,101
46,Vintage Cars,S24_3969,5/21/2003 0:00,53
26,Vintage Cars,S24_3969,9/12/2003 0:00,35
37,Vintage Cars,S24_3969,10/18/2003 0:00,55
35,Vintage Cars,S24_3969,11/5/2003 0:00,56
23,Vintage Cars,S24_3969,11/12/2003 0:00,49
22,Vintage Cars,S24_3969,11/21/2003 0:00,26
39,Vintage Cars,S24_3969,12/2/2003 0:00,56
44,Vintage Cars,S24_3969,1/26/2004 0:00,67
27,Vintage Cars,S24_3969,3/2/2004 0:00,63
46,Vintage Cars,S24_3969,4/20/2004 0:00,98
33,Vintage Cars,S24_3969,8/17/2004 0:00,52
33,Vintage Cars,S24_3969,9/1/2004 0:00,54
24,Vintage Cars,S24_3969,10/6/2004 0:00,61
31,Vintage Cars,S24_3969,10/21/2004 0:00,37
41,Vintage Cars,S24_3969,11/17/2004 0:00,55
22,Vintage Cars,S24_3969,11/29/2004 0:00,48
46,Vintage Cars,S24_3969,1/19/2005 0:00,85
43,Vintage Cars,S24_3969,2/16/2005 0:00,83
15,Vintage Cars,S24_3969,4/22/2005 0:00,40
15,Vintage Cars,S24_3969,5/29/2005 0:00,25
