QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
30,Ships,S700_2047,2/17/2003 0:00,150
29,Ships,S700_2047,4/28/2003 0:00,120
22,Ships,S700_2047,6/16/2003 0:00,91
26,Ships,S700_2047,8/10/2003 0:00,69
32,Ships,S700_2047,10/6/2003 0:00,43
29,Ships,S700_2047,10/23/2003 0:00,54
34,Ships,S700_2047,11/8/2003 0:00,75
24,Ships,S700_2047,11/14/2003 0:00,41
24,Ships,S700_2047,11/26/2003 0:00,57
33,Ships,S700_2047,1/9/2004 0:00,79
26,Ships,S700_2047,2/19/2004 0:00,46
40,Ships,S700_2047,5/8/2004 0:00,73
44,Ships,S700_2047,6/24/2004 0:00,87
24,Ships,S700_2047,7/21/2004 0:00,43
20,Ships,S700_2047,8/20/2004 0:00,52
34,Ships,S700_2047,9/15/2004 0:00,67
34,Ships,S700_2047,10/14/2004 0:00,76
45,Ships,S700_2047,11/1/2004 0:00,89
41,Ships,S700_2047,11/12/2004 0:00,44
55,Ships,S700_2047,11/23/2004 0:00,75
23,Ships,S700_2047,12/3/2004 0:00,47
24,Ships,S700_2047,12/17/2004 0:00,52
32,Ships,S700_2047,1/31/2005 0:00,69
29,Ships,S700_2047,3/1/2005 0:00,37
36,Ships,S700_2047,3/30/2005 0:00,46
46,Ships,S700_2047,4/1/2005 0:00,74
32,Ships,S700_2047,5/9/2005 0:00,76
