QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
45,Classic Cars,S12_3380,3/3/2003 0:00,150
37,Classic Cars,S12_3380,5/8/2003 0:00,105
48,Classic Cars,S12_3380,7/2/2003 0:00,68
31,Classic Cars,S12_3380,9/5/2003 0:00,59
46,Classic Cars,S12_3380,10/11/2003 0:00,93
47,Classic Cars,S12_3380,11/4/2003 0:00,106
28,Classic Cars,S12_3380,11/12/2003 0:00,59
40,Classic Cars,S12_3380,11/20/2003 0:00,81
20,Classic Cars,S12_3380,12/2/2003 0:00,41
39,Classic Cars,S12_3380,1/16/2004 0:00,70
25,Classic Cars,S12_3380,2/22/2004 0:00,31
29,Classic Cars,S12_3380,4/9/2004 0:00,44
22,Classic Cars,S12_3380,6/1/2004 0:00,51
22,Classic Cars,S12_3380,7/6/2004 0:00,29
47,Classic Cars,S12_3380,8/2/2004 0:00,60
45,Classic Cars,S12_3380,8/30/2004 0:00,77
29,Classic Cars,S12_3380,10/4/2003 0:00,32
24,Classic Cars,S12_3380,10/16/2004 0:00,38
35,Classic Cars,S12_3380,11/3/2004 0:00,55
46,Classic Cars,S12_3380,11/15/2004 0:00,68
44,Classic Cars,S12_3380,11/24/2004 0:00,75
34,Classic Cars,S12_3380,1/6/2005 0:00,82
35,Classic Cars,S12_3380,2/8/2005 0:00,48
25,Classic Cars,S12_3380,3/3/2005 0:00,49
10,Classic Cars,S12_3380,5/17/2005 0:00,24
