QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
25,Vintage Cars,S18_3136,1/29/2003 0:00,150
43,Vintage Cars,S18_3136,3/25/2003 0:00,125
30,Vintage Cars,S18_3136,5/28/2003 0:00,82
20,Vintage Cars,S18_3136,7/16/2003 0:00,52
26,Vintage Cars,S18_3136,9/19/2003 0:00,32
40,Vintage Cars,S18_3136,10/20/2003 0:00,55
31,Vintage Cars,S18_3136,11/5/2003 0:00,59
22,Vintage Cars,S18_3136,11/13/2003 0:00,28
23,Vintage Cars,S18_3136,11/21/2003 0:00,39
30,Vintage Cars,S18_3136,12/5/2003 0:00,54
49,Vintage Cars,S18_3136,1/29/2004 0:00,83
31,Vintage Cars,S18_3136,3/10/2004 0:00,34
29,Vintage Cars,S18_3136,4/29/2004 0:00,34
37,Vintage Cars,S18_3136,6/14/2004 0:00,52
38,Vintage Cars,S18_3136,7/19/2004 0:00,54
29,Vintage Cars,S18_3136,8/17/2004 0:00,52
23,Vintage Cars,S18_3136,9/8/2004 0:00,65
26,Vintage Cars,S18_3136,10/11/2004 0:00,42
38,Vintage Cars,S18_3136,10/21/2004 0:00,70
48,Vintage Cars,S18_3136,11/4/2004 0:00,85
40,Vintage Cars,S18_3136,11/17/2004 0:00,81
45,Vintage Cars,S18_3136,11/29/2004 0:00,102
44,Vintage Cars,S18_3136,12/10/2004 0:00,57
21,Vintage Cars,S18_3136,1/20/2005 0:00,45
35,Vintage Cars,S18_3136,2/17/2005 0:00,62
29,Vintage Cars,S18_3136,3/10/2005 0:00,72
21,Vintage Cars,S18_3136,5/30/2005 0:00,43
