QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
48,Planes,S700_4002,2/17/2003 0:00,150
26,Planes,S700_4002,4/28/2003 0:00,102
26,Planes,S700_4002,6/16/2003 0:00,76
34,Planes,S700_4002,8/10/2003 0:00,50
44,Planes,S700_4002,10/6/2003 0:00,65
39,Planes,S700_4002,10/28/2003 0:00,61
45,Planes,S700_4002,11/8/2003 0:00,85
40,Planes,S700_4002,11/27/2003 0:00,91
42,Planes,S700_4002,1/12/2004 0:00,51
43,Planes,S700_4002,2/19/2004 0:00,70
34,Planes,S700_4002,4/2/2004 0:00,63
38,Planes,S700_4002,5/11/2004 0:00,83
35,Planes,S700_4002,6/24/2004 0:00,45
31,Planes,S700_4002,7/23/2004 0:00,47
32,Planes,S700_4002,8/21/2004 0:00,55
47,Planes,S700_4002,9/15/2004 0:00,77
39,Planes,S700_4002,10/15/2004 0:00,84
44,Planes,S700_4002,11/1/2004 0:00,45
39,Planes,S700_4002,11/12/2004 0:00,57
50,Planes,S700_4002,11/23/2004 0:00,69
22,Planes,S700_4002,12/3/2004 0:00,46
35,Planes,S700_4002,12/17/2004 0:00,59
45,Planes,S700_4002,1/31/2005 0:00,73
44,Planes,S700_4002,3/1/2005 0:00,79
36,Planes,S700_4002,3/30/2005 0:00,90
28,Planes,S700_4002,4/3/2005 0:00,54
43,Planes,S700_4002,5/10/2005 0:00,76
