QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
27,Motorcycles,S32_2206,3/3/2003 0:00,150
31,Motorcycles,S32_2206,5/8/2003 0:00,123
33,Motorcycles,S32_2206,7/2/2003 0:00,92
31,Motorcycles,S32_2206,8/25/2003 0:00,59
35,Motorcycles,S32_2206,10/10/2003 0:00,79
26,Motorcycles,S32_2206,11/4/2003 0:00,44
34,Motorcycles,S32_2206,11/11/2003 0:00,62
46,Motorcycles,S32_2206,11/19/2003 0:00,91
41,Motorcycles,S32_2206,1/15/2004 0:00,45
43,Motorcycles,S32_2206,2/21/2004 0:00,50
26,Motorcycles,S32_2206,4/5/2004 0:00,34
36,Motorcycles,S32_2206,5/26/2004 0:00,47
20,Motorcycles,S32_2206,6/30/2004 0:00,36
27,Motorcycles,S32_2206,8/2/2004 0:00,62
37,Motorcycles,S32_2206,8/27/2004 0:00,86
24,Motorcycles,S32_2206,9/30/2004 0:00,49
36,Motorcycles,S32_2206,10/16/2004 0:00,68
29,Motorcycles,S32_2206,11/3/2004 0:00,32
28,Motorcycles,S32_2206,11/17/2004 0:00,41
29,Motorcycles,S32_2206,11/24/2004 0:00,56
38,Motorcycles,S32_2206,12/7/2004 0:00,82
48,Motorcycles,S32_2206,1/6/2005 0:00,98
40,Motorcycles,S32_2206,2/10/2005 0:00,50
41,Motorcycles,S32_2206,3/4/2005 0:00,70
30,Motorcycles,S32_2206,4/8/2005 0:00,61
