QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
29,Classic Cars,S18_3482,2003-03-03,150
21,Classic Cars,S18_3482,2003-05-08,121
42,Classic Cars,S18_3482,2003-07-02,100
37,Classic Cars,S18_3482,2003-09-05,58
25,Classic Cars,S18_3482,2003-10-10,49
36,Classic Cars,S18_3482,2003-11-04,65
22,Classic Cars,S18_3482,2003-11-12,29
23,Classic Cars,S18_3482,2003-11-20,45
32,Classic Cars,S18_3482,2003-12-02,65
28,Classic Cars,S18_3482,2004-01-15,33
27,Classic Cars,S18_3482,2004-02-22,43
49,Classic Cars,S18_3482,2004-04-09,77
41,Classic Cars,S18_3482,2004-05-26,70
49,Classic Cars,S18_3482,2004-07-02,84
30,Classic Cars,S18_3482,2004-08-02,35
40,Classic Cars,S18_3482,2004-08-30,56
23,Classic Cars,S18_3482,2003-10-04,41
49,Classic Cars,S18_3482,2004-10-16,73
25,Classic Cars,S18_3482,2004-11-03,53
37,Classic Cars,S18_3482,2004-11-16,78
55,Classic Cars,S18_3482,2004-11-24,101
23,Classic Cars,S18_3482,2004-12-07,46
24,Classic Cars,S18_3482,2005-01-06,64
43,Classic Cars,S18_3482,2005-02-10,95
50,Classic Cars,S18_3482,2005-03-04,52
