QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
26,Classic Cars,S18_3278,3/3/2003 0:00,150
21,Classic Cars,S18_3278,5/8/2003 0:00,124
45,Classic Cars,S18_3278,7/2/2003 0:00,103
36,Classic Cars,S18_3278,9/5/2003 0:00,58
21,Classic Cars,S18_3278,10/10/2003 0:00,22
32,Classic Cars,S18_3278,11/4/2003 0:00,49
30,Classic Cars,S18_3278,11/12/2003 0:00,66
36,Classic Cars,S18_3278,11/20/2003 0:00,91
33,Classic Cars,S18_3278,12/2/2003 0:00,55
35,Classic Cars,S18_3278,1/15/2004 0:00,63
37,Classic Cars,S18_3278,2/22/2004 0:00,83
41,Classic Cars,S18_3278,4/9/2004 0:00,46
20,Classic Cars,S18_3278,5/26/2004 0:00,41
45,Classic Cars,S18_3278,7/2/2004 0:00,76
38,Classic Cars,S18_3278,8/2/2004 0:00,76
43,Classic Cars,S18_3278,8/30/2004 0:00,88
49,Classic Cars,S18_3278,10/4/2003 0:00,110
27,Classic Cars,S18_3278,10/16/2004 0:00,61
46,Classic Cars,S18_3278,11/3/2004 0:00,92
38,Classic Cars,S18_3278,11/15/2004 0:00,46
25,Classic Cars,S18_3278,11/24/2004 0:00,34
46,Classic Cars,S18_3278,1/6/2005 0:00,63
22,Classic Cars,S18_3278,2/10/2005 0:00,57
40,Classic Cars,S18_3278,3/4/2005 0:00,82
