QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
50,Classic Cars,S10_4757,2003-02-11 00:00:00,150
46,Classic Cars,S10_4757,2003-04-28 00:00:00,100
33,Classic Cars,S10_4757,2003-06-12 00:00:00,54
49,Classic Cars,S10_4757,2003-08-10 00:00:00,80
32,Classic Cars,S10_4757,2003-10-06 00:00:00,75
44,Classic Cars,S10_4757,2003-10-23 00:00:00,90
24,Classic Cars,S10_4757,2003-11-08 00:00:00,46
26,Classic Cars,S10_4757,2003-11-14 00:00:00,66
45,Classic Cars,S10_4757,2003-11-26 00:00:00,94
39,Classic Cars,S10_4757,2004-01-09 00:00:00,49
49,Classic Cars,S10_4757,2004-02-19 00:00:00,67
20,Classic Cars,S10_4757,2004-05-07 00:00:00,43
27,Classic Cars,S10_4757,2004-06-17 00:00:00,66
30,Classic Cars,S10_4757,2004-07-21 00:00:00,39
25,Classic Cars,S10_4757,2004-08-20 00:00:00,42
24,Classic Cars,S10_4757,2004-09-10 00:00:00,50
22,Classic Cars,S10_4757,2004-10-14 00:00:00,26
33,Classic Cars,S10_4757,2004-11-01 00:00:00,56
47,Classic Cars,S10_4757,2004-11-05 00:00:00,72
25,Classic Cars,S10_4757,2004-11-21 00:00:00,63
26,Classic Cars,S10_4757,2004-12-02 00:00:00,38
48,Classic Cars,S10_4757,2004-12-15 00:00:00,62
39,Classic Cars,S10_4757,2005-01-31 00:00:00,69
34,Classic Cars,S10_4757,2005-02-23 00:00:00,70
32,Classic Cars,S10_4757,2005-03-17 00:00:00,36
64,Classic Cars,S10_4757,2005-04-01 00:00:00,87
19,Classic Cars,S10_4757,2005-05-06 00:00:00,23
12,Classic Cars,S10_4757,2005-06-05 00:00:00,35
2,Classic Cars,S10_4757,2005-07-05 00:00:00,36
9,Classic Cars,S10_4757,08-04-2005 00:00:00,42
