QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
38,Motorcycles,S24_2000,2003-02-24,150
34,Motorcycles,S24_2000,2003-04-29,112
43,Motorcycles,S24_2000,2003-07-01,78
47,Motorcycles,S24_2000,2003-08-25,87
22,Motorcycles,S24_2000,2003-10-10,40
29,Motorcycles,S24_2000,2003-10-28,55
28,Motorcycles,S24_2000,2003-11-11,71
40,Motorcycles,S24_2000,2003-11-18,43
25,Motorcycles,S24_2000,2003-12-01,45
30,Motorcycles,S24_2000,2004-01-12,60
38,Motorcycles,S24_2000,2004-02-20,71
36,Motorcycles,S24_2000,2004-04-03,87
32,Motorcycles,S24_2000,2004-05-11,51
37,Motorcycles,S24_2000,2004-06-28,75
30,Motorcycles,S24_2000,2004-07-23,38
39,Motorcycles,S24_2000,2004-08-27,63
32,Motorcycles,S24_2000,2004-09-16,72
47,Motorcycles,S24_2000,2004-10-15,88
26,Motorcycles,S24_2000,2004-11-02,41
37,Motorcycles,S24_2000,2004-11-15,70
55,Motorcycles,S24_2000,2004-11-24,92
21,Motorcycles,S24_2000,2005-01-06,37
23,Motorcycles,S24_2000,2005-02-03,57
49,Motorcycles,S24_2000,2005-03-03,95
59,Motorcycles,S24_2000,2005-04-07,105
32,Motorcycles,S24_2000,2005-05-10,46
