QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
38,Trains,S18_3259,2/11/2003 0:00,150
21,Trains,S18_3259,4/16/2003 0:00,112
41,Trains,S18_3259,6/6/2003 0:00,91
22,Trains,S18_3259,8/8/2003 0:00,50
29,Trains,S18_3259,9/28/2003 0:00,58
50,Trains,S18_3259,10/22/2003 0:00,96
29,Trains,S18_3259,11/7/2003 0:00,46
49,Trains,S18_3259,11/14/2003 0:00,78
35,Trains,S18_3259,11/26/2003 0:00,68
48,Trains,S18_3259,1/2/2004 0:00,97
23,Trains,S18_3259,2/18/2004 0:00,49
48,Trains,S18_3259,3/20/2004 0:00,86
42,Trains,S18_3259,5/7/2004 0:00,85
47,Trains,S18_3259,7/21/2004 0:00,90
36,Trains,S18_3259,8/20/2004 0:00,43
22,Trains,S18_3259,9/9/2004 0:00,38
40,Trains,S18_3259,10/14/2004 0:00,61
23,Trains,S18_3259,10/22/2004 0:00,53
32,Trains,S18_3259,11/9/2004 0:00,64
21,Trains,S18_3259,11/20/2004 0:00,32
41,Trains,S18_3259,12/2/2004 0:00,59
25,Trains,S18_3259,1/26/2005 0:00,45
26,Trains,S18_3259,2/22/2005 0:00,56
24,Trains,S18_3259,3/23/2005 0:00,30
48,Trains,S18_3259,5/6/2005 0:00,65
