QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
31,Classic Cars,S24_4620,3/3/2003 0:00,150
29,Classic Cars,S24_4620,5/8/2003 0:00,119
23,Classic Cars,S24_4620,7/2/2003 0:00,90
31,Classic Cars,S24_4620,9/5/2003 0:00,67
23,Classic Cars,S24_4620,10/10/2003 0:00,36
24,Classic Cars,S24_4620,11/4/2003 0:00,37
28,Classic Cars,S24_4620,11/11/2003 0:00,49
44,Classic Cars,S24_4620,11/20/2003 0:00,69
22,Classic Cars,S24_4620,1/15/2004 0:00,25
46,Classic Cars,S24_4620,2/22/2004 0:00,59
22,Classic Cars,S24_4620,4/9/2004 0:00,42
38,Classic Cars,S24_4620,5/26/2004 0:00,76
47,Classic Cars,S24_4620,6/30/2004 0:00,96
48,Classic Cars,S24_4620,8/2/2004 0:00,49
40,Classic Cars,S24_4620,8/30/2004 0:00,53
32,Classic Cars,S24_4620,9/30/2004 0:00,51
49,Classic Cars,S24_4620,10/16/2004 0:00,86
43,Classic Cars,S24_4620,11/3/2004 0:00,82
41,Classic Cars,S24_4620,11/17/2004 0:00,95
30,Classic Cars,S24_4620,11/24/2004 0:00,54
28,Classic Cars,S24_4620,12/7/2004 0:00,60
43,Classic Cars,S24_4620,1/6/2005 0:00,93
41,Classic Cars,S24_4620,2/10/2005 0:00,50
30,Classic Cars,S24_4620,3/4/2005 0:00,51
