QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
33,Trucks and Buses,S50_1392,2003-01-31 00:00:00,150
27,Trucks and Buses,S50_1392,2003-04-04 00:00:00,117
46,Trucks and Buses,S50_1392,2003-06-03 00:00:00,90
44,Trucks and Buses,S50_1392,2003-08-01 00:00:00,101
26,Trucks and Buses,S50_1392,2003-09-21 00:00:00,57
48,Trucks and Buses,S50_1392,2003-10-22 00:00:00,80
23,Trucks and Buses,S50_1392,2003-11-06 00:00:00,32
45,Trucks and Buses,S50_1392,2003-11-14 00:00:00,54
49,Trucks and Buses,S50_1392,2003-11-25 00:00:00,63
28,Trucks and Buses,S50_1392,2003-12-09 00:00:00,60
37,Trucks and Buses,S50_1392,2004-02-12 00:00:00,80
34,Trucks and Buses,S50_1392,2004-03-15 00:00:00,43
22,Trucks and Buses,S50_1392,2004-05-05 00:00:00,45
29,Trucks and Buses,S50_1392,2004-06-15 00:00:00,65
34,Trucks and Buses,S50_1392,2004-07-20 00:00:00,36
38,Trucks and Buses,S50_1392,2004-08-20 00:00:00,56
41,Trucks and Buses,S50_1392,2004-09-08 00:00:00,69
42,Trucks and Buses,S50_1392,2004-10-13 00:00:00,85
28,Trucks and Buses,S50_1392,2004-10-22 00:00:00,43
38,Trucks and Buses,S50_1392,2004-11-05 00:00:00,68
23,Trucks and Buses,S50_1392,2004-11-20 00:00:00,30
31,Trucks and Buses,S50_1392,2004-12-02 00:00:00,53
46,Trucks and Buses,S50_1392,2004-12-15 00:00:00,81
48,Trucks and Buses,S50_1392,2005-01-23 00:00:00,99
29,Trucks and Buses,S50_1392,2005-02-22 00:00:00,51
46,Trucks and Buses,S50_1392,2005-03-17 00:00:00,73
26,Trucks and Buses,S50_1392,2005-05-03 00:00:00,27
18,Trucks and Buses,S50_1392,2005-05-31 00:00:00,29
13,Trucks and Buses,S50_1392,06-30-2005 00:00:00,32
