QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
34,Planes,S700_2466,2003-02-17 00:00:00,150
24,Planes,S700_2466,2003-04-29 00:00:00,116
40,Planes,S700_2466,2003-06-16 00:00:00,92
26,Planes,S700_2466,2003-08-10 00:00:00,52
20,Planes,S700_2466,2003-10-06 00:00:00,26
31,Planes,S700_2466,2003-10-28 00:00:00,40
22,Planes,S700_2466,2003-11-08 00:00:00,33
42,Planes,S700_2466,2003-11-27 00:00:00,60
26,Planes,S700_2466,2004-01-12 00:00:00,59
37,Planes,S700_2466,2004-02-19 00:00:00,89
38,Planes,S700_2466,2004-04-02 00:00:00,52
35,Planes,S700_2466,2004-05-11 00:00:00,56
33,Planes,S700_2466,2004-06-24 00:00:00,60
39,Planes,S700_2466,2004-07-23 00:00:00,74
45,Planes,S700_2466,2004-08-21 00:00:00,87
24,Planes,S700_2466,2004-09-15 00:00:00,42
35,Planes,S700_2466,2004-10-15 00:00:00,71
23,Planes,S700_2466,2004-11-01 00:00:00,36
37,Planes,S700_2466,2004-11-12 00:00:00,52
55,Planes,S700_2466,2004-11-24 00:00:00,81
49,Planes,S700_2466,2004-12-03 00:00:00,76
26,Planes,S700_2466,2004-12-17 00:00:00,27
33,Planes,S700_2466,2005-02-03 00:00:00,43
37,Planes,S700_2466,2005-03-01 00:00:00,51
22,Planes,S700_2466,2005-03-30 00:00:00,39
85,Planes,S700_2466,2005-04-03 00:00:00,102
22,Planes,S700_2466,2005-05-10 00:00:00,41
11,Planes,S700_2466,2005-06-09 00:00:00,51
4,Planes,S700_2466,07-09-2005 00:00:00,56
