QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
50,Vintage Cars,S24_3816,2/11/2003 0:00,150
35,Vintage Cars,S24_3816,4/28/2003 0:00,100
50,Vintage Cars,S24_3816,6/12/2003 0:00,65
23,Vintage Cars,S24_3816,8/10/2003 0:00,41
37,Vintage Cars,S24_3816,10/6/2003 0:00,66
29,Vintage Cars,S24_3816,10/23/2003 0:00,73
21,Vintage Cars,S24_3816,11/8/2003 0:00,44
36,Vintage Cars,S24_3816,11/14/2003 0:00,67
22,Vintage Cars,S24_3816,11/26/2003 0:00,31
22,Vintage Cars,S24_3816,1/9/2004 0:00,45
46,Vintage Cars,S24_3816,2/19/2004 0:00,85
23,Vintage Cars,S24_3816,5/7/2004 0:00,39
49,Vintage Cars,S24_3816,6/24/2004 0:00,67
48,Vintage Cars,S24_3816,7/21/2004 0:00,68
33,Vintage Cars,S24_3816,8/20/2004 0:00,53
22,Vintage Cars,S24_3816,9/15/2004 0:00,52
22,Vintage Cars,S24_3816,10/14/2004 0:00,30
25,Vintage Cars,S24_3816,11/1/2004 0:00,44
20,Vintage Cars,S24_3816,11/9/2004 0:00,43
42,Vintage Cars,S24_3816,11/23/2004 0:00,81
25,Vintage Cars,S24_3816,12/2/2004 0:00,39
23,Vintage Cars,S24_3816,1/31/2005 0:00,40
37,Vintage Cars,S24_3816,2/28/2005 0:00,67
37,Vintage Cars,S24_3816,3/23/2005 0:00,80
42,Vintage Cars,S24_3816,4/1/2005 0:00,43
51,Vintage Cars,S24_3816,5/6/2005 0:00,53
