QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
22,Trucks and Buses,S18_2432,2003-01-29,150
45,Trucks and Buses,S18_2432,2003-04-01,128
43,Trucks and Buses,S18_2432,2003-05-28,83
46,Trucks and Buses,S18_2432,2003-07-24,88
39,Trucks and Buses,S18_2432,2003-09-21,42
31,Trucks and Buses,S18_2432,2003-10-22,34
41,Trucks and Buses,S18_2432,2003-11-06,59
44,Trucks and Buses,S18_2432,2003-11-14,80
45,Trucks and Buses,S18_2432,2003-11-25,100
37,Trucks and Buses,S18_2432,2003-12-09,55
35,Trucks and Buses,S18_2432,2004-02-04,72
28,Trucks and Buses,S18_2432,2004-03-11,37
30,Trucks and Buses,S18_2432,2004-05-05,42
30,Trucks and Buses,S18_2432,2004-06-15,59
25,Trucks and Buses,S18_2432,2004-07-20,29
29,Trucks and Buses,S18_2432,2004-08-19,34
26,Trucks and Buses,S18_2432,2004-09-08,31
41,Trucks and Buses,S18_2432,2004-10-13,60
34,Trucks and Buses,S18_2432,2004-10-22,54
35,Trucks and Buses,S18_2432,2004-11-04,70
34,Trucks and Buses,S18_2432,2004-11-19,35
50,Trucks and Buses,S18_2432,2004-11-29,51
41,Trucks and Buses,S18_2432,2004-12-10,42
22,Trucks and Buses,S18_2432,2005-01-20,32
35,Trucks and Buses,S18_2432,2005-02-17,61
44,Trucks and Buses,S18_2432,2005-03-09,86
47,Trucks and Buses,S18_2432,2005-05-03,95
19,Trucks and Buses,S18_2432,2005-05-31,48
