QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
23,Classic Cars,S18_3232,1/31/2003 0:00,150
46,Classic Cars,S18_3232,3/10/2003 0:00,127
48,Classic Cars,S18_3232,4/1/2003 0:00,81
25,Classic Cars,S18_3232,5/8/2003 0:00,33
22,Classic Cars,S18_3232,6/3/2003 0:00,37
41,Classic Cars,S18_3232,7/4/2003 0:00,67
34,Classic Cars,S18_3232,8/1/2003 0:00,65
32,Classic Cars,S18_3232,9/11/2003 0:00,77
21,Classic Cars,S18_3232,9/21/2003 0:00,45
20,Classic Cars,S18_3232,10/11/2003 0:00,24
47,Classic Cars,S18_3232,10/22/2003 0:00,55
39,Classic Cars,S18_3232,11/5/2003 0:00,57
29,Classic Cars,S18_3232,11/6/2003 0:00,64
45,Classic Cars,S18_3232,11/12/2003 0:00,86
28,Classic Cars,S18_3232,11/14/2003 0:00,41
26,Classic Cars,S18_3232,11/20/2003 0:00,39
50,Classic Cars,S18_3232,11/25/2003 0:00,69
48,Classic Cars,S18_3232,12/2/2003 0:00,77
25,Classic Cars,S18_3232,12/9/2003 0:00,29
40,Classic Cars,S18_3232,1/16/2004 0:00,63
43,Classic Cars,S18_3232,2/22/2004 0:00,67
22,Classic Cars,S18_3232,3/11/2004 0:00,24
47,Classic Cars,S18_3232,4/12/2004 0:00,52
36,Classic Cars,S18_3232,5/5/2004 0:00,44
40,Classic Cars,S18_3232,6/1/2004 0:00,50
27,Classic Cars,S18_3232,6/15/2004 0:00,54
29,Classic Cars,S18_3232,7/6/2004 0:00,56
20,Classic Cars,S18_3232,7/20/2004 0:00,27
42,Classic Cars,S18_3232,8/6/2004 0:00,63
25,Classic Cars,S18_3232,8/19/2004 0:00,48
36,Classic Cars,S18_3232,8/30/2004 0:00,76
21,Classic Cars,S18_3232,9/8/2004 0:00,40
23,Classic Cars,S18_3232,10/5/2003 0:00,51
37,Classic Cars,S18_3232,10/13/2004 0:00,83
48,Classic Cars,S18_3232,10/16/2004 0:00,96
25,Classic Cars,S18_3232,10/22/2004 0:00,48
33,Classic Cars,S18_3232,11/4/2004 0:00,66
27,Classic Cars,S18_3232,11/5/2004 0:00,33
27,Classic Cars,S18_3232,11/17/2004 0:00,39
20,Classic Cars,S18_3232,11/19/2004 0:00,47
30,Classic Cars,S18_3232,11/24/2004 0:00,66
48,Classic Cars,S18_3232,12/1/2004 0:00,101
32,Classic Cars,S18_3232,12/10/2004 0:00,53
34,Classic Cars,S18_3232,1/10/2005 0:00,67
27,Classic Cars,S18_3232,1/20/2005 0:00,33
39,Classic Cars,S18_3232,2/9/2005 0:00,45
47,Classic Cars,S18_3232,2/22/2005 0:00,70
22,Classic Cars,S18_3232,3/15/2005 0:00,23
55,Classic Cars,S18_3232,4/14/2005 0:00,70
60,Classic Cars,S18_3232,5/3/2005 0:00,82
35,Classic Cars,S18_3232,5/17/2005 0:00,63
28,Classic Cars,S18_3232,5/31/2005 0:00,60
