QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
35,Trucks and Buses,S32_2509,2003-01-31 00:00:00,150
28,Trucks and Buses,S32_2509,2003-04-01 00:00:00,115
45,Trucks and Buses,S32_2509,2003-06-03 00:00:00,87
24,Trucks and Buses,S32_2509,2003-08-01 00:00:00,42
41,Trucks and Buses,S32_2509,2003-09-21 00:00:00,77
48,Trucks and Buses,S32_2509,2003-10-22 00:00:00,99
50,Trucks and Buses,S32_2509,2003-11-06 00:00:00,51
33,Trucks and Buses,S32_2509,2003-11-14 00:00:00,46
32,Trucks and Buses,S32_2509,2003-11-25 00:00:00,60
27,Trucks and Buses,S32_2509,2003-12-09 00:00:00,28
35,Trucks and Buses,S32_2509,2004-02-10 00:00:00,36
23,Trucks and Buses,S32_2509,2004-03-11 00:00:00,24
35,Trucks and Buses,S32_2509,2004-05-05 00:00:00,37
40,Trucks and Buses,S32_2509,2004-06-15 00:00:00,57
35,Trucks and Buses,S32_2509,2004-07-20 00:00:00,69
31,Trucks and Buses,S32_2509,2004-08-19 00:00:00,34
50,Trucks and Buses,S32_2509,2004-09-08 00:00:00,53
40,Trucks and Buses,S32_2509,2004-10-13 00:00:00,49
38,Trucks and Buses,S32_2509,2004-10-22 00:00:00,52
38,Trucks and Buses,S32_2509,2004-11-05 00:00:00,56
40,Trucks and Buses,S32_2509,2004-11-19 00:00:00,76
33,Trucks and Buses,S32_2509,2004-12-01 00:00:00,36
36,Trucks and Buses,S32_2509,2004-12-15 00:00:00,58
20,Trucks and Buses,S32_2509,2005-01-23 00:00:00,22
32,Trucks and Buses,S32_2509,2005-02-22 00:00:00,47
36,Trucks and Buses,S32_2509,2005-03-15 00:00:00,67
19,Trucks and Buses,S32_2509,2005-05-03 00:00:00,31
11,Trucks and Buses,S32_2509,2005-05-31 00:00:00,12
21,Trucks and Buses,S32_2509,06-30-2005 00:00:00,25
