QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
41,Ships,S700_1138,2003-02-11,150
25,Ships,S700_1138,2003-04-28,109
31,Ships,S700_1138,2003-06-12,84
41,Ships,S700_1138,2003-08-08,53
43,Ships,S700_1138,2003-09-28,66
43,Ships,S700_1138,2003-10-23,80
24,Ships,S700_1138,2003-11-07,37
21,Ships,S700_1138,2003-11-14,36
23,Ships,S700_1138,2003-11-26,44
38,Ships,S700_1138,2004-01-02,63
31,Ships,S700_1138,2004-02-19,56
36,Ships,S700_1138,2004-03-29,75
36,Ships,S700_1138,2004-05-07,39
34,Ships,S700_1138,2004-06-17,53
21,Ships,S700_1138,2004-07-21,41
45,Ships,S700_1138,2004-08-20,78
26,Ships,S700_1138,2004-09-10,33
50,Ships,S700_1138,2004-10-14,63
41,Ships,S700_1138,2004-10-29,66
39,Ships,S700_1138,2004-11-09,70
22,Ships,S700_1138,2004-11-23,31
46,Ships,S700_1138,2004-12-02,58
44,Ships,S700_1138,2005-01-31,67
25,Ships,S700_1138,2005-02-28,54
39,Ships,S700_1138,2005-03-23,83
37,Ships,S700_1138,2005-05-06,44
