QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
41,Vintage Cars,S18_4668,2003-01-29 00:00:00,150
50,Vintage Cars,S18_4668,2003-03-26 00:00:00,109
43,Vintage Cars,S18_4668,2003-05-28 00:00:00,59
29,Vintage Cars,S18_4668,2003-07-24 00:00:00,64
30,Vintage Cars,S18_4668,2003-09-19 00:00:00,35
25,Vintage Cars,S18_4668,2003-10-21 00:00:00,39
49,Vintage Cars,S18_4668,2003-11-06 00:00:00,63
40,Vintage Cars,S18_4668,2003-11-13 00:00:00,64
41,Vintage Cars,S18_4668,2003-11-25 00:00:00,76
21,Vintage Cars,S18_4668,2003-12-05 00:00:00,35
46,Vintage Cars,S18_4668,2004-01-29 00:00:00,72
39,Vintage Cars,S18_4668,2004-03-11 00:00:00,74
45,Vintage Cars,S18_4668,2004-05-04 00:00:00,92
21,Vintage Cars,S18_4668,2004-06-15 00:00:00,47
44,Vintage Cars,S18_4668,2004-07-19 00:00:00,76
44,Vintage Cars,S18_4668,2004-08-19 00:00:00,88
29,Vintage Cars,S18_4668,2004-09-08 00:00:00,44
34,Vintage Cars,S18_4668,2004-10-11 00:00:00,65
39,Vintage Cars,S18_4668,2004-10-21 00:00:00,76
38,Vintage Cars,S18_4668,2004-11-05 00:00:00,91
24,Vintage Cars,S18_4668,2004-11-18 00:00:00,53
29,Vintage Cars,S18_4668,2004-11-01 00:00:00,74
30,Vintage Cars,S18_4668,2004-12-10 00:00:00,45
20,Vintage Cars,S18_4668,2005-01-20 00:00:00,35
39,Vintage Cars,S18_4668,2005-02-17 00:00:00,67
35,Vintage Cars,S18_4668,2005-05-01 00:00:00,76
26,Vintage Cars,S18_4668,2005-05-31 00:00:00,41
10,Vintage Cars,S18_4668,2005-06-30 00:00:00,49
6,Vintage Cars,S18_4668,07-30-2005 00:00:00,55
