QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
38,Classic Cars,S18_1984,3/10/2003 0:00,150
31,Classic Cars,S18_1984,5/8/2003 0:00,112
36,Classic Cars,S18_1984,7/4/2003 0:00,81
25,Classic Cars,S18_1984,9/11/2003 0:00,45
48,Classic Cars,S18_1984,10/17/2003 0:00,83
35,Classic Cars,S18_1984,11/5/2003 0:00,76
21,Classic Cars,S18_1984,11/12/2003 0:00,41
47,Classic Cars,S18_1984,11/20/2003 0:00,75
38,Classic Cars,S18_1984,12/2/2003 0:00,85
41,Classic Cars,S18_1984,1/16/2004 0:00,47
24,Classic Cars,S18_1984,2/26/2004 0:00,38
37,Classic Cars,S18_1984,4/13/2004 0:00,68
33,Classic Cars,S18_1984,6/1/2004 0:00,76
49,Classic Cars,S18_1984,7/6/2004 0:00,97
29,Classic Cars,S18_1984,8/6/2004 0:00,48
24,Classic Cars,S18_1984,8/30/2004 0:00,51
47,Classic Cars,S18_1984,10/5/2003 0:00,83
24,Classic Cars,S18_1984,10/16/2004 0:00,36
25,Classic Cars,S18_1984,11/4/2004 0:00,48
30,Classic Cars,S18_1984,11/17/2004 0:00,64
22,Classic Cars,S18_1984,11/24/2004 0:00,34
27,Classic Cars,S18_1984,12/9/2004 0:00,46
34,Classic Cars,S18_1984,1/10/2005 0:00,67
36,Classic Cars,S18_1984,2/9/2005 0:00,71
34,Classic Cars,S18_1984,3/4/2005 0:00,35
48,Classic Cars,S18_1984,4/15/2005 0:00,59
34,Classic Cars,S18_1984,5/17/2005 0:00,59
