QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
27,Vintage Cars,S18_2949,2003-01-29 00:00:00,150
23,Vintage Cars,S18_2949,2003-03-24 00:00:00,123
31,Vintage Cars,S18_2949,2003-05-28 00:00:00,100
46,Vintage Cars,S18_2949,2003-07-16 00:00:00,69
47,Vintage Cars,S18_2949,2003-09-19 00:00:00,70
31,Vintage Cars,S18_2949,2003-10-20 00:00:00,55
46,Vintage Cars,S18_2949,2003-11-06 00:00:00,78
37,Vintage Cars,S18_2949,2003-11-13 00:00:00,72
28,Vintage Cars,S18_2949,2003-11-21 00:00:00,35
37,Vintage Cars,S18_2949,2003-12-05 00:00:00,50
49,Vintage Cars,S18_2949,2004-01-29 00:00:00,72
24,Vintage Cars,S18_2949,2004-03-10 00:00:00,50
30,Vintage Cars,S18_2949,2004-04-29 00:00:00,71
50,Vintage Cars,S18_2949,2004-06-14 00:00:00,98
31,Vintage Cars,S18_2949,2004-07-19 00:00:00,48
46,Vintage Cars,S18_2949,2004-08-17 00:00:00,71
47,Vintage Cars,S18_2949,2004-09-08 00:00:00,83
46,Vintage Cars,S18_2949,2004-10-11 00:00:00,90
37,Vintage Cars,S18_2949,2004-10-21 00:00:00,44
33,Vintage Cars,S18_2949,2004-11-04 00:00:00,57
31,Vintage Cars,S18_2949,2004-11-18 00:00:00,59
48,Vintage Cars,S18_2949,2004-11-29 00:00:00,77
41,Vintage Cars,S18_2949,2004-12-10 00:00:00,80
42,Vintage Cars,S18_2949,2005-01-20 00:00:00,87
41,Vintage Cars,S18_2949,2005-02-17 00:00:00,45
32,Vintage Cars,S18_2949,2005-03-09 00:00:00,51
10,Vintage Cars,S18_2949,2005-05-30 00:00:00,19
30,Vintage Cars,S18_2949,2005-06-29 00:00:00,27
28,Vintage Cars,S18_2949,2005-07-29 00:00:00,29
18,Vintage Cars,S18_2949,08-28-2005 00:00:00,33
