QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
33,Classic Cars,S12_1099,2003-03-03 00:00:00,150
42,Classic Cars,S12_1099,2003-05-08 00:00:00,117
42,Classic Cars,S12_1099,2003-07-02 00:00:00,75
48,Classic Cars,S12_1099,2003-09-05 00:00:00,94
41,Classic Cars,S12_1099,2003-10-10 00:00:00,46
30,Classic Cars,S12_1099,2003-11-04 00:00:00,46
27,Classic Cars,S12_1099,2003-11-12 00:00:00,50
21,Classic Cars,S12_1099,2003-11-20 00:00:00,23
20,Classic Cars,S12_1099,2003-12-02 00:00:00,36
41,Classic Cars,S12_1099,2004-01-15 00:00:00,60
27,Classic Cars,S12_1099,2004-02-22 00:00:00,64
28,Classic Cars,S12_1099,2004-04-09 00:00:00,37
24,Classic Cars,S12_1099,2004-06-01 00:00:00,34
44,Classic Cars,S12_1099,2004-07-06 00:00:00,67
50,Classic Cars,S12_1099,2004-08-02 00:00:00,92
21,Classic Cars,S12_1099,2004-08-30 00:00:00,42
33,Classic Cars,S12_1099,2003-10-04 00:00:00,60
33,Classic Cars,S12_1099,2004-10-16 00:00:00,62
31,Classic Cars,S12_1099,2004-11-03 00:00:00,74
41,Classic Cars,S12_1099,2004-11-15 00:00:00,43
45,Classic Cars,S12_1099,2004-11-24 00:00:00,49
33,Classic Cars,S12_1099,2005-01-06 00:00:00,52
45,Classic Cars,S12_1099,2005-02-03 00:00:00,75
26,Classic Cars,S12_1099,2005-03-03 00:00:00,30
12,Classic Cars,S12_1099,2005-05-17 00:00:00,22
18,Classic Cars,S12_1099,06-16-2005 00:00:00,36
