QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
49,Vintage Cars,S24_3969,2003-01-06 00:00:00,150
48,Vintage Cars,S24_3969,2003-03-18 00:00:00,101
46,Vintage Cars,S24_3969,2003-05-21 00:00:00,53
26,Vintage Cars,S24_3969,2003-09-12 00:00:00,35
37,Vintage Cars,S24_3969,2003-10-18 00:00:00,55
35,Vintage Cars,S24_3969,2003-11-05 00:00:00,56
23,Vintage Cars,S24_3969,2003-11-12 00:00:00,49
22,Vintage Cars,S24_3969,2003-11-21 00:00:00,26
39,Vintage Cars,S24_3969,2003-12-02 00:00:00,56
44,Vintage Cars,S24_3969,2004-01-26 00:00:00,67
27,Vintage Cars,S24_3969,2004-03-02 00:00:00,63
46,Vintage Cars,S24_3969,2004-04-20 00:00:00,98
33,Vintage Cars,S24_3969,2004-08-17 00:00:00,52
33,Vintage Cars,S24_3969,2004-09-01 00:00:00,54
24,Vintage Cars,S24_3969,2004-10-06 00:00:00,61
31,Vintage Cars,S24_3969,2004-10-21 00:00:00,37
41,Vintage Cars,S24_3969,2004-11-17 00:00:00,55
22,Vintage Cars,S24_3969,2004-11-29 00:00:00,48
46,Vintage Cars,S24_3969,2005-01-19 00:00:00,85
43,Vintage Cars,S24_3969,2005-02-16 00:00:00,83
15,Vintage Cars,S24_3969,2005-04-22 00:00:00,40
15,Vintage Cars,S24_3969,2005-05-29 00:00:00,25
20,Vintage Cars,S24_3969,2005-06-28 00:00:00,26
19,Vintage Cars,S24_3969,2005-07-28 00:00:00,29
16,Vintage Cars,S24_3969,08-27-2005 00:00:00,30
