QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
29,Classic Cars,S12_3891,2003-02-11 00:00:00,150
39,Classic Cars,S12_3891,2003-04-16 00:00:00,121
42,Classic Cars,S12_3891,2003-06-03 00:00:00,82
46,Classic Cars,S12_3891,2003-08-08 00:00:00,96
49,Classic Cars,S12_3891,2003-09-28 00:00:00,50
27,Classic Cars,S12_3891,2003-10-22 00:00:00,31
50,Classic Cars,S12_3891,2003-11-06 00:00:00,63
43,Classic Cars,S12_3891,2003-11-14 00:00:00,59
38,Classic Cars,S12_3891,2003-11-26 00:00:00,69
20,Classic Cars,S12_3891,2004-01-02 00:00:00,31
27,Classic Cars,S12_3891,2004-02-12 00:00:00,51
49,Classic Cars,S12_3891,2004-03-19 00:00:00,81
27,Classic Cars,S12_3891,2004-05-05 00:00:00,32
39,Classic Cars,S12_3891,2004-07-20 00:00:00,53
24,Classic Cars,S12_3891,2004-08-20 00:00:00,51
45,Classic Cars,S12_3891,2004-09-09 00:00:00,78
20,Classic Cars,S12_3891,2004-10-14 00:00:00,33
36,Classic Cars,S12_3891,2004-10-22 00:00:00,53
24,Classic Cars,S12_3891,2004-11-05 00:00:00,55
49,Classic Cars,S12_3891,2004-11-20 00:00:00,98
26,Classic Cars,S12_3891,2004-12-01 00:00:00,49
49,Classic Cars,S12_3891,2004-12-15 00:00:00,80
34,Classic Cars,S12_3891,2005-01-26 00:00:00,80
34,Classic Cars,S12_3891,2005-02-17 00:00:00,46
33,Classic Cars,S12_3891,2005-03-23 00:00:00,45
22,Classic Cars,S12_3891,2005-05-05 00:00:00,49
11,Classic Cars,S12_3891,2005-06-04 00:00:00,52
8,Classic Cars,S12_3891,07-04-2005 00:00:00,56
