QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
46,Vintage Cars,S24_2022,1/9/2003 0:00,150
39,Vintage Cars,S24_2022,3/18/2003 0:00,104
22,Vintage Cars,S24_2022,5/21/2003 0:00,65
49,Vintage Cars,S24_2022,9/12/2003 0:00,103
43,Vintage Cars,S24_2022,10/18/2003 0:00,54
27,Vintage Cars,S24_2022,11/5/2003 0:00,47
31,Vintage Cars,S24_2022,11/12/2003 0:00,52
20,Vintage Cars,S24_2022,11/21/2003 0:00,21
24,Vintage Cars,S24_2022,12/3/2003 0:00,34
49,Vintage Cars,S24_2022,1/26/2004 0:00,68
24,Vintage Cars,S24_2022,3/2/2004 0:00,54
39,Vintage Cars,S24_2022,4/29/2004 0:00,87
37,Vintage Cars,S24_2022,6/4/2004 0:00,48
45,Vintage Cars,S24_2022,8/17/2004 0:00,60
45,Vintage Cars,S24_2022,9/3/2004 0:00,61
44,Vintage Cars,S24_2022,10/11/2004 0:00,74
23,Vintage Cars,S24_2022,10/21/2004 0:00,30
30,Vintage Cars,S24_2022,11/4/2004 0:00,38
26,Vintage Cars,S24_2022,11/17/2004 0:00,37
43,Vintage Cars,S24_2022,11/25/2004 0:00,71
26,Vintage Cars,S24_2022,12/9/2004 0:00,28
28,Vintage Cars,S24_2022,1/12/2005 0:00,42
27,Vintage Cars,S24_2022,2/16/2005 0:00,56
24,Vintage Cars,S24_2022,3/9/2005 0:00,29
40,Vintage Cars,S24_2022,5/29/2005 0:00,61
