QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
49,Trains,S32_3207,2003-01-31 00:00:00,150
27,Trains,S32_3207,2003-04-11 00:00:00,101
29,Trains,S32_3207,2003-06-03 00:00:00,74
42,Trains,S32_3207,2003-08-08 00:00:00,45
33,Trains,S32_3207,2003-09-25 00:00:00,55
44,Trains,S32_3207,2003-10-22 00:00:00,66
22,Trains,S32_3207,2003-11-06 00:00:00,51
48,Trains,S32_3207,2003-11-14 00:00:00,84
33,Trains,S32_3207,2003-11-25 00:00:00,36
45,Trains,S32_3207,2003-12-09 00:00:00,65
20,Trains,S32_3207,2004-02-12 00:00:00,50
46,Trains,S32_3207,2004-03-15 00:00:00,88
40,Trains,S32_3207,2004-05-05 00:00:00,42
45,Trains,S32_3207,2004-07-20 00:00:00,52
36,Trains,S32_3207,2004-08-20 00:00:00,59
31,Trains,S32_3207,2004-09-08 00:00:00,73
46,Trains,S32_3207,2004-10-14 00:00:00,105
35,Trains,S32_3207,2004-10-22 00:00:00,59
28,Trains,S32_3207,2004-11-05 00:00:00,68
31,Trains,S32_3207,2004-11-20 00:00:00,40
27,Trains,S32_3207,2004-12-02 00:00:00,50
22,Trains,S32_3207,2004-12-15 00:00:00,23
30,Trains,S32_3207,2005-01-23 00:00:00,46
44,Trains,S32_3207,2005-02-22 00:00:00,71
30,Trains,S32_3207,2005-03-15 00:00:00,58
24,Trains,S32_3207,2005-05-05 00:00:00,28
11,Trains,S32_3207,06-04-2005 00:00:00,39
