QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
50,Planes,S24_3949,2003-02-17 00:00:00,150
28,Planes,S24_3949,2003-04-28 00:00:00,100
50,Planes,S24_3949,2003-06-16 00:00:00,72
28,Planes,S24_3949,2003-08-10 00:00:00,68
44,Planes,S24_3949,2003-10-06 00:00:00,98
27,Planes,S24_3949,2003-10-28 00:00:00,54
30,Planes,S24_3949,2003-11-08 00:00:00,72
43,Planes,S24_3949,2003-11-27 00:00:00,98
29,Planes,S24_3949,2004-01-12 00:00:00,55
48,Planes,S24_3949,2004-02-19 00:00:00,88
33,Planes,S24_3949,2004-04-02 00:00:00,40
40,Planes,S24_3949,2004-05-11 00:00:00,66
48,Planes,S24_3949,2004-06-24 00:00:00,93
41,Planes,S24_3949,2004-07-23 00:00:00,45
21,Planes,S24_3949,2004-08-21 00:00:00,34
32,Planes,S24_3949,2004-09-15 00:00:00,50
43,Planes,S24_3949,2004-10-15 00:00:00,62
30,Planes,S24_3949,2004-11-01 00:00:00,57
35,Planes,S24_3949,2004-11-12 00:00:00,70
45,Planes,S24_3949,2004-11-23 00:00:00,99
34,Planes,S24_3949,2004-12-03 00:00:00,54
26,Planes,S24_3949,2004-12-17 00:00:00,46
39,Planes,S24_3949,2005-01-31 00:00:00,78
41,Planes,S24_3949,2005-03-01 00:00:00,96
41,Planes,S24_3949,2005-03-30 00:00:00,55
64,Planes,S24_3949,2005-04-03 00:00:00,84
18,Planes,S24_3949,2005-05-10 00:00:00,20
18,Planes,S24_3949,06-09-2005 00:00:00,30
