QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
39,Ships,S700_3505,2003-02-11 00:00:00,150
36,Ships,S700_3505,2003-04-21 00:00:00,111
42,Ships,S700_3505,2003-06-12 00:00:00,75
21,Ships,S700_3505,2003-08-08 00:00:00,33
50,Ships,S700_3505,2003-09-28 00:00:00,78
24,Ships,S700_3505,2003-10-23 00:00:00,28
44,Ships,S700_3505,2003-11-07 00:00:00,55
37,Ships,S700_3505,2003-11-14 00:00:00,55
27,Ships,S700_3505,2003-11-26 00:00:00,54
37,Ships,S700_3505,2004-01-02 00:00:00,82
38,Ships,S700_3505,2004-02-19 00:00:00,45
48,Ships,S700_3505,2004-03-20 00:00:00,62
30,Ships,S700_3505,2004-05-07 00:00:00,56
25,Ships,S700_3505,2004-06-17 00:00:00,26
40,Ships,S700_3505,2004-07-21 00:00:00,50
22,Ships,S700_3505,2004-08-20 00:00:00,40
34,Ships,S700_3505,2004-09-10 00:00:00,55
32,Ships,S700_3505,2004-10-14 00:00:00,58
31,Ships,S700_3505,2004-10-29 00:00:00,60
43,Ships,S700_3505,2004-11-10 00:00:00,82
31,Ships,S700_3505,2004-11-21 00:00:00,39
31,Ships,S700_3505,2004-12-02 00:00:00,51
34,Ships,S700_3505,2005-01-31 00:00:00,55
45,Ships,S700_3505,2005-03-01 00:00:00,82
48,Ships,S700_3505,2005-03-28 00:00:00,89
28,Ships,S700_3505,2005-05-06 00:00:00,41
10,Ships,S700_3505,2005-06-05 00:00:00,42
7,Ships,S700_3505,07-05-2005 00:00:00,43
