QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
31,Ships,S700_2610,2003-02-11 00:00:00,150
38,Ships,S700_2610,2003-04-28 00:00:00,119
45,Ships,S700_2610,2003-06-12 00:00:00,81
31,Ships,S700_2610,2003-08-10 00:00:00,36
36,Ships,S700_2610,2003-10-02 00:00:00,51
46,Ships,S700_2610,2003-10-23 00:00:00,76
32,Ships,S700_2610,2003-11-07 00:00:00,69
39,Ships,S700_2610,2003-11-14 00:00:00,89
50,Ships,S700_2610,2003-11-26 00:00:00,113
46,Ships,S700_2610,2004-01-02 00:00:00,63
36,Ships,S700_2610,2004-02-19 00:00:00,66
29,Ships,S700_2610,2004-03-29 00:00:00,30
32,Ships,S700_2610,2004-05-07 00:00:00,49
44,Ships,S700_2610,2004-06-17 00:00:00,78
42,Ships,S700_2610,2004-07-21 00:00:00,77
47,Ships,S700_2610,2004-08-20 00:00:00,83
44,Ships,S700_2610,2004-09-10 00:00:00,91
43,Ships,S700_2610,2004-10-14 00:00:00,47
48,Ships,S700_2610,2004-11-01 00:00:00,53
21,Ships,S700_2610,2004-11-10 00:00:00,35
50,Ships,S700_2610,2004-11-23 00:00:00,65
29,Ships,S700_2610,2004-12-02 00:00:00,49
41,Ships,S700_2610,2005-01-31 00:00:00,65
37,Ships,S700_2610,2005-03-01 00:00:00,69
22,Ships,S700_2610,2005-03-28 00:00:00,32
31,Ships,S700_2610,2005-05-06 00:00:00,50
9,Ships,S700_2610,06-05-2005 00:00:00,51
