QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE,STOCK
41,Vintage Cars,S18_1367,2003-01-10,150
48,Vintage Cars,S18_1367,2003-03-25,109
42,Vintage Cars,S18_1367,2003-05-28,61
49,Vintage Cars,S18_1367,2003-07-16,76
30,Vintage Cars,S18_1367,2003-09-12,66
45,Vintage Cars,S18_1367,2003-10-18,99
48,Vintage Cars,S18_1367,2003-11-05,54
32,Vintage Cars,S18_1367,2003-11-12,39
46,Vintage Cars,S18_1367,2003-11-21,66
48,Vintage Cars,S18_1367,2003-12-03,75
33,Vintage Cars,S18_1367,2004-01-29,70
31,Vintage Cars,S18_1367,2004-03-02,37
20,Vintage Cars,S18_1367,2004-04-29,45
29,Vintage Cars,S18_1367,2004-06-08,55
27,Vintage Cars,S18_1367,2004-08-17,64
24,Vintage Cars,S18_1367,2004-09-03,37
37,Vintage Cars,S18_1367,2004-10-11,66
25,Vintage Cars,S18_1367,2004-10-21,29
41,Vintage Cars,S18_1367,2004-11-04,60
27,Vintage Cars,S18_1367,2004-11-17,59
21,Vintage Cars,S18_1367,2004-11-29,32
22,Vintage Cars,S18_1367,2004-12-09,38
32,Vintage Cars,S18_1367,2005-01-20,53
25,Vintage Cars,S18_1367,2005-02-17,49
42,Vintage Cars,S18_1367,2005-03-09,84
25,Vintage Cars,S18_1367,2005-05-30,42
21,Vintage Cars,S18_1367,2005-06-29,44
